"676304, CREEKSIDE VILLAGE HEALTHCARE, 914 N BRAZOSPORT BLVD, CLUTE TX, 77531"
"676309, BAYWOOD CROSSING REHABILITATION & HEALTHCARE CENTE, 5020 SPACE CENTER BLVD, PASADENA TX, 77505"
"676329, CONTINUING CARE AT HIGHLAND SPRINGS, 7910 FRANKFORD ROAD, DALLAS TX, 75252"
"676347, AMARILLO CENTER FOR SKILLED CARE, 6641 W AMARILLO BLVD, AMARILLO TX, 79106"
"676328, LAS COLINAS OF WESTOVER, 9738 WESTOVER HILLS BLVD, SAN ANTONIO TX, 78251"
"676328, LAS COLINAS OF WESTOVER, 9738 WESTOVER HILLS BLVD, SAN ANTONIO TX, 78251"
"676303, MIRADOR, 5857 TIMBERGATE DR, CORPUS CHRISTI TX, 78414"
"676325, TRISUN CARE CENTER -  LAKESIDE, 8707 LAKESIDE PARKWAY, SAN ANTONIO TX, 78245"
"676321, WINDSOR NURSING AND REHABILITATION CENTER OF CORPU, 3030 FIG ST, CORPUS CHRISTI TX, 78404"
"676329, CONTINUING CARE AT HIGHLAND SPRINGS, 7910 FRANKFORD ROAD, DALLAS TX, 75252"
"676328, LAS COLINAS OF WESTOVER, 9738 WESTOVER HILLS BLVD, SAN ANTONIO TX, 78251"
"676317, THE HARRISON AT HERITAGE, 4600 HERITAGE TRACE PARKWAY, FORT WORTH TX, 76244"
"676350, THE HEIGHTS OF TOMBALL, 27840 JOHNSON ROAD, TOMBALL TX, 77375"
"676314, LA HACIENDA NURSING & REHAB CENTER, 3730 W. OREM DRIVE, HOUSTON TX, 77045"
"676325, TRISUN CARE CENTER -  LAKESIDE, 8707 LAKESIDE PARKWAY, SAN ANTONIO TX, 78245"
"676341, CAPROCK NURSING & REHABILITATION, 900 COLLEGE AVE, BORGER TX, 79007"
"676328, LAS COLINAS OF WESTOVER, 9738 WESTOVER HILLS BLVD, SAN ANTONIO TX, 78251"
"676333, SCC AT CLEAR BROOK CROSSING REHABILITATION AND HEA, 10800 FLORA MAE MEADOWS RD, HOUSTON TX, 77089"
"676328, LAS COLINAS OF WESTOVER, 9738 WESTOVER HILLS BLVD, SAN ANTONIO TX, 78251"
"676329, CONTINUING CARE AT HIGHLAND SPRINGS, 7910 FRANKFORD ROAD, DALLAS TX, 75252"
"676303, MIRADOR, 5857 TIMBERGATE DR, CORPUS CHRISTI TX, 78414"
"676316, HIGH HOPE CARE CENTER OF BRENHAM, 401 EAST BLUE BELL ROAD, BRENHAM TX, 77833"
"676339, REMARKABLE HEALTHCARE OF DALLAS, LP, 3350 BONNIE VIEW ROAD, DALLAS TX, 75216"
"676311, WATKINS-LOGAN-GARRISON TEXAS STATE VETERAN'S HOME, 11466 HONOR LANE, TYLER TX, 75708"
"676339, REMARKABLE HEALTHCARE OF DALLAS, LP, 3350 BONNIE VIEW ROAD, DALLAS TX, 75216"
"676310, SOLERA AT WEST HOUSTON, 2101 GREENHOUSE ROAD, HOUSTON TX, 77084"
"676306, HOLLY HALL, 2000 HOLLY HALL ST, HOUSTON TX, 77054"
"676310, SOLERA AT WEST HOUSTON, 2101 GREENHOUSE ROAD, HOUSTON TX, 77084"
"676306, HOLLY HALL, 2000 HOLLY HALL ST, HOUSTON TX, 77054"
"676317, THE HARRISON AT HERITAGE, 4600 HERITAGE TRACE PARKWAY, FORT WORTH TX, 76244"
"676336, CONTINUING CARE AT EAGLES TRACE, 14703 EAGLE VISTA DRIVE BLDG 601B, HOUSTON TX, 77077"
"676333, SCC AT CLEAR BROOK CROSSING REHABILITATION AND HEA, 10800 FLORA MAE MEADOWS RD, HOUSTON TX, 77089"
"676303, MIRADOR, 5857 TIMBERGATE DR, CORPUS CHRISTI TX, 78414"
"676333, SCC AT CLEAR BROOK CROSSING REHABILITATION AND HEA, 10800 FLORA MAE MEADOWS RD, HOUSTON TX, 77089"
"676321, WINDSOR NURSING AND REHABILITATION CENTER OF CORPU, 3030 FIG ST, CORPUS CHRISTI TX, 78404"
"676332, THE MEDICAL RESORT AT BAY AREA, 4900 EAST SAM HOUSTON PARKWAY SOUTH, PASADENA TX, 77505"
"676342, ST. TERESA NURSING AND REHABILITATION CENTER, 10350 MONTANA AVENUE, EL PASO TX, 79925"
"676342, ST. TERESA NURSING AND REHABILITATION CENTER, 10350 MONTANA AVENUE, EL PASO TX, 79925"
"676318, WINDMILL NURSING & REHAB CENTER, 507 MARTIN LUTHER KING BLVD, LUBBOCK TX, 79403"
"676306, HOLLY HALL, 2000 HOLLY HALL ST, HOUSTON TX, 77054"
"676307, OAK VILLAGE HEALTHCARE, 204 OAK DRIVE SOUTH, LAKE JACKSON TX, 77566"
"676305, THE STAYTON AT MUSEUM WAY, 2501 MUSEUM WAY, FORT WORTH TX, 76107"
"676303, MIRADOR, 5857 TIMBERGATE DR, CORPUS CHRISTI TX, 78414"
"676341, CAPROCK NURSING & REHABILITATION, 900 COLLEGE AVE, BORGER TX, 79007"
"676332, THE MEDICAL RESORT AT BAY AREA, 4900 EAST SAM HOUSTON PARKWAY SOUTH, PASADENA TX, 77505"
"676325, TRISUN CARE CENTER -  LAKESIDE, 8707 LAKESIDE PARKWAY, SAN ANTONIO TX, 78245"
"676316, HIGH HOPE CARE CENTER OF BRENHAM, 401 EAST BLUE BELL ROAD, BRENHAM TX, 77833"
"676329, CONTINUING CARE AT HIGHLAND SPRINGS, 7910 FRANKFORD ROAD, DALLAS TX, 75252"
"676329, CONTINUING CARE AT HIGHLAND SPRINGS, 7910 FRANKFORD ROAD, DALLAS TX, 75252"
"676329, CONTINUING CARE AT HIGHLAND SPRINGS, 7910 FRANKFORD ROAD, DALLAS TX, 75252"
"676299, SOUTHPARK MEADOWS NURSING AND REHABILITATION CENTE, 9801 S 1ST STREET, AUSTIN TX, 78748"
"676346, SENIOR CARE OF EDINBURG, 4503 S SUGAR RD, EDINBURG TX, 78539"
"676316, HIGH HOPE CARE CENTER OF BRENHAM, 401 EAST BLUE BELL ROAD, BRENHAM TX, 77833"
"676325, TRISUN CARE CENTER -  LAKESIDE, 8707 LAKESIDE PARKWAY, SAN ANTONIO TX, 78245"
"676351, THE LANDING AT WATERMERE, 201 WATERMERE DRIVE, SOUTHLAKE TX, 76092"
"676300, CANTON OAKS, 1901 S TRADE DAYS BLVD, CANTON TX, 75103"
"676338, COON MEMORIAL HOME, 210 TEXAS BLVD, DALHART TX, 79022"
"676310, SOLERA AT WEST HOUSTON, 2101 GREENHOUSE ROAD, HOUSTON TX, 77084"
"676326, EDGEWOOD REHABILITATION AND CARE CENTER, 1101 WINDBELL DR, MESQUITE TX, 75149"
"676306, HOLLY HALL, 2000 HOLLY HALL ST, HOUSTON TX, 77054"
"676303, MIRADOR, 5857 TIMBERGATE DR, CORPUS CHRISTI TX, 78414"
"676336, CONTINUING CARE AT EAGLES TRACE, 14703 EAGLE VISTA DRIVE BLDG 601B, HOUSTON TX, 77077"
"676336, CONTINUING CARE AT EAGLES TRACE, 14703 EAGLE VISTA DRIVE BLDG 601B, HOUSTON TX, 77077"
"676347, AMARILLO CENTER FOR SKILLED CARE, 6641 W AMARILLO BLVD, AMARILLO TX, 79106"
"676332, THE MEDICAL RESORT AT BAY AREA, 4900 EAST SAM HOUSTON PARKWAY SOUTH, PASADENA TX, 77505"
"676336, CONTINUING CARE AT EAGLES TRACE, 14703 EAGLE VISTA DRIVE BLDG 601B, HOUSTON TX, 77077"
"676324, OAK MANOR NURSING HOME, 1200 FERGUSON ST, NACOGDOCHES TX, 75961"
"676347, AMARILLO CENTER FOR SKILLED CARE, 6641 W AMARILLO BLVD, AMARILLO TX, 79106"
"676339, REMARKABLE HEALTHCARE OF DALLAS, LP, 3350 BONNIE VIEW ROAD, DALLAS TX, 75216"
"676307, OAK VILLAGE HEALTHCARE, 204 OAK DRIVE SOUTH, LAKE JACKSON TX, 77566"
"676321, WINDSOR NURSING AND REHABILITATION CENTER OF CORPU, 3030 FIG ST, CORPUS CHRISTI TX, 78404"
"676333, SCC AT CLEAR BROOK CROSSING REHABILITATION AND HEA, 10800 FLORA MAE MEADOWS RD, HOUSTON TX, 77089"
"676345, BEL AIR AT TERAVISTA, 4105 TERAVISTA CLUB DRIVE, ROUND ROCK TX, 78665"
"676314, LA HACIENDA NURSING & REHAB CENTER, 3730 W. OREM DRIVE, HOUSTON TX, 77045"
"676306, HOLLY HALL, 2000 HOLLY HALL ST, HOUSTON TX, 77054"
"676306, HOLLY HALL, 2000 HOLLY HALL ST, HOUSTON TX, 77054"
"676346, SENIOR CARE OF EDINBURG, 4503 S SUGAR RD, EDINBURG TX, 78539"
"676402, WINDEMERE AT WESTOVER HILLS, 11106 CHRISTUS HILLS, SAN ANTONIO TX, 78251"
"676327, COTTONWOOD CREEK NURSING AND REHABILITATION CENTER, 1500 COTTONWOOD CREEK TRAIL, CEDAR PARK TX, 78613"
"676310, SOLERA AT WEST HOUSTON, 2101 GREENHOUSE ROAD, HOUSTON TX, 77084"
"676345, BEL AIR AT TERAVISTA, 4105 TERAVISTA CLUB DRIVE, ROUND ROCK TX, 78665"
"676342, ST. TERESA NURSING AND REHABILITATION CENTER, 10350 MONTANA AVENUE, EL PASO TX, 79925"
"676303, MIRADOR, 5857 TIMBERGATE DR, CORPUS CHRISTI TX, 78414"
"676347, AMARILLO CENTER FOR SKILLED CARE, 6641 W AMARILLO BLVD, AMARILLO TX, 79106"
"676311, WATKINS-LOGAN-GARRISON TEXAS STATE VETERAN'S HOME, 11466 HONOR LANE, TYLER TX, 75708"
"676303, MIRADOR, 5857 TIMBERGATE DR, CORPUS CHRISTI TX, 78414"
"676303, MIRADOR, 5857 TIMBERGATE DR, CORPUS CHRISTI TX, 78414"
"676336, CONTINUING CARE AT EAGLES TRACE, 14703 EAGLE VISTA DRIVE BLDG 601B, HOUSTON TX, 77077"
"676336, CONTINUING CARE AT EAGLES TRACE, 14703 EAGLE VISTA DRIVE BLDG 601B, HOUSTON TX, 77077"
"676328, LAS COLINAS OF WESTOVER, 9738 WESTOVER HILLS BLVD, SAN ANTONIO TX, 78251"
"676317, THE HARRISON AT HERITAGE, 4600 HERITAGE TRACE PARKWAY, FORT WORTH TX, 76244"
"676339, REMARKABLE HEALTHCARE OF DALLAS, LP, 3350 BONNIE VIEW ROAD, DALLAS TX, 75216"
"676333, SCC AT CLEAR BROOK CROSSING REHABILITATION AND HEA, 10800 FLORA MAE MEADOWS RD, HOUSTON TX, 77089"
"676328, LAS COLINAS OF WESTOVER, 9738 WESTOVER HILLS BLVD, SAN ANTONIO TX, 78251"
"676325, TRISUN CARE CENTER -  LAKESIDE, 8707 LAKESIDE PARKWAY, SAN ANTONIO TX, 78245"
"676303, MIRADOR, 5857 TIMBERGATE DR, CORPUS CHRISTI TX, 78414"
"676325, TRISUN CARE CENTER -  LAKESIDE, 8707 LAKESIDE PARKWAY, SAN ANTONIO TX, 78245"
"676303, MIRADOR, 5857 TIMBERGATE DR, CORPUS CHRISTI TX, 78414"
"676328, LAS COLINAS OF WESTOVER, 9738 WESTOVER HILLS BLVD, SAN ANTONIO TX, 78251"
"676342, ST. TERESA NURSING AND REHABILITATION CENTER, 10350 MONTANA AVENUE, EL PASO TX, 79925"
"676335, BROADMOOR MEDICAL LODGE, 5242 MEDICAL DRIVE, ROCKWALL TX, 75032"
"676306, HOLLY HALL, 2000 HOLLY HALL ST, HOUSTON TX, 77054"
"676327, COTTONWOOD CREEK NURSING AND REHABILITATION CENTER, 1500 COTTONWOOD CREEK TRAIL, CEDAR PARK TX, 78613"
"676318, WINDMILL NURSING & REHAB CENTER, 507 MARTIN LUTHER KING BLVD, LUBBOCK TX, 79403"
"676317, THE HARRISON AT HERITAGE, 4600 HERITAGE TRACE PARKWAY, FORT WORTH TX, 76244"
"676339, REMARKABLE HEALTHCARE OF DALLAS, LP, 3350 BONNIE VIEW ROAD, DALLAS TX, 75216"
"676324, OAK MANOR NURSING HOME, 1200 FERGUSON ST, NACOGDOCHES TX, 75961"
"676306, HOLLY HALL, 2000 HOLLY HALL ST, HOUSTON TX, 77054"
"676333, SCC AT CLEAR BROOK CROSSING REHABILITATION AND HEA, 10800 FLORA MAE MEADOWS RD, HOUSTON TX, 77089"
"676303, MIRADOR, 5857 TIMBERGATE DR, CORPUS CHRISTI TX, 78414"
"676345, BEL AIR AT TERAVISTA, 4105 TERAVISTA CLUB DRIVE, ROUND ROCK TX, 78665"
"676328, LAS COLINAS OF WESTOVER, 9738 WESTOVER HILLS BLVD, SAN ANTONIO TX, 78251"
"676328, LAS COLINAS OF WESTOVER, 9738 WESTOVER HILLS BLVD, SAN ANTONIO TX, 78251"
"676306, HOLLY HALL, 2000 HOLLY HALL ST, HOUSTON TX, 77054"
"676349, ACCEL AT WILLOW BEND, 2620 COMMUNICATIONS PKWY, PLANO TX, 75093"
"676325, TRISUN CARE CENTER -  LAKESIDE, 8707 LAKESIDE PARKWAY, SAN ANTONIO TX, 78245"
"676299, SOUTHPARK MEADOWS NURSING AND REHABILITATION CENTE, 9801 S 1ST STREET, AUSTIN TX, 78748"
"676318, WINDMILL NURSING & REHAB CENTER, 507 MARTIN LUTHER KING BLVD, LUBBOCK TX, 79403"
"676303, MIRADOR, 5857 TIMBERGATE DR, CORPUS CHRISTI TX, 78414"
"676304, CREEKSIDE VILLAGE HEALTHCARE, 914 N BRAZOSPORT BLVD, CLUTE TX, 77531"
"676306, HOLLY HALL, 2000 HOLLY HALL ST, HOUSTON TX, 77054"
"676342, ST. TERESA NURSING AND REHABILITATION CENTER, 10350 MONTANA AVENUE, EL PASO TX, 79925"
"676332, THE MEDICAL RESORT AT BAY AREA, 4900 EAST SAM HOUSTON PARKWAY SOUTH, PASADENA TX, 77505"
"676336, CONTINUING CARE AT EAGLES TRACE, 14703 EAGLE VISTA DRIVE BLDG 601B, HOUSTON TX, 77077"
"676315, THE HILLCREST OF NORTH DALLAS, 18648 HILLCREST RD, DALLAS TX, 75252"
"676332, THE MEDICAL RESORT AT BAY AREA, 4900 EAST SAM HOUSTON PARKWAY SOUTH, PASADENA TX, 77505"
"676329, CONTINUING CARE AT HIGHLAND SPRINGS, 7910 FRANKFORD ROAD, DALLAS TX, 75252"
"676299, SOUTHPARK MEADOWS NURSING AND REHABILITATION CENTE, 9801 S 1ST STREET, AUSTIN TX, 78748"
"676336, CONTINUING CARE AT EAGLES TRACE, 14703 EAGLE VISTA DRIVE BLDG 601B, HOUSTON TX, 77077"
"676347, AMARILLO CENTER FOR SKILLED CARE, 6641 W AMARILLO BLVD, AMARILLO TX, 79106"
"676346, SENIOR CARE OF EDINBURG, 4503 S SUGAR RD, EDINBURG TX, 78539"
"676306, HOLLY HALL, 2000 HOLLY HALL ST, HOUSTON TX, 77054"
"676346, SENIOR CARE OF EDINBURG, 4503 S SUGAR RD, EDINBURG TX, 78539"
"676342, ST. TERESA NURSING AND REHABILITATION CENTER, 10350 MONTANA AVENUE, EL PASO TX, 79925"
"676303, MIRADOR, 5857 TIMBERGATE DR, CORPUS CHRISTI TX, 78414"
"676342, ST. TERESA NURSING AND REHABILITATION CENTER, 10350 MONTANA AVENUE, EL PASO TX, 79925"
"676345, BEL AIR AT TERAVISTA, 4105 TERAVISTA CLUB DRIVE, ROUND ROCK TX, 78665"
"676339, REMARKABLE HEALTHCARE OF DALLAS, LP, 3350 BONNIE VIEW ROAD, DALLAS TX, 75216"
"676306, HOLLY HALL, 2000 HOLLY HALL ST, HOUSTON TX, 77054"
"676324, OAK MANOR NURSING HOME, 1200 FERGUSON ST, NACOGDOCHES TX, 75961"
"676339, REMARKABLE HEALTHCARE OF DALLAS, LP, 3350 BONNIE VIEW ROAD, DALLAS TX, 75216"
"676326, EDGEWOOD REHABILITATION AND CARE CENTER, 1101 WINDBELL DR, MESQUITE TX, 75149"
"676341, CAPROCK NURSING & REHABILITATION, 900 COLLEGE AVE, BORGER TX, 79007"
"676306, HOLLY HALL, 2000 HOLLY HALL ST, HOUSTON TX, 77054"
"676324, OAK MANOR NURSING HOME, 1200 FERGUSON ST, NACOGDOCHES TX, 75961"
"676327, COTTONWOOD CREEK NURSING AND REHABILITATION CENTER, 1500 COTTONWOOD CREEK TRAIL, CEDAR PARK TX, 78613"
"676310, SOLERA AT WEST HOUSTON, 2101 GREENHOUSE ROAD, HOUSTON TX, 77084"
"676346, SENIOR CARE OF EDINBURG, 4503 S SUGAR RD, EDINBURG TX, 78539"
"676314, LA HACIENDA NURSING & REHAB CENTER, 3730 W. OREM DRIVE, HOUSTON TX, 77045"
"676323, THE CRESCENT, 11353 SUGAR PARK LANE, SUGAR LAND TX, 77478"
"676346, SENIOR CARE OF EDINBURG, 4503 S SUGAR RD, EDINBURG TX, 78539"
"676328, LAS COLINAS OF WESTOVER, 9738 WESTOVER HILLS BLVD, SAN ANTONIO TX, 78251"
"676306, HOLLY HALL, 2000 HOLLY HALL ST, HOUSTON TX, 77054"
"676316, HIGH HOPE CARE CENTER OF BRENHAM, 401 EAST BLUE BELL ROAD, BRENHAM TX, 77833"
"676346, SENIOR CARE OF EDINBURG, 4503 S SUGAR RD, EDINBURG TX, 78539"
"676321, WINDSOR NURSING AND REHABILITATION CENTER OF CORPU, 3030 FIG ST, CORPUS CHRISTI TX, 78404"
"676306, HOLLY HALL, 2000 HOLLY HALL ST, HOUSTON TX, 77054"
"676336, CONTINUING CARE AT EAGLES TRACE, 14703 EAGLE VISTA DRIVE BLDG 601B, HOUSTON TX, 77077"
"676306, HOLLY HALL, 2000 HOLLY HALL ST, HOUSTON TX, 77054"
"676321, WINDSOR NURSING AND REHABILITATION CENTER OF CORPU, 3030 FIG ST, CORPUS CHRISTI TX, 78404"
"676329, CONTINUING CARE AT HIGHLAND SPRINGS, 7910 FRANKFORD ROAD, DALLAS TX, 75252"
"676321, WINDSOR NURSING AND REHABILITATION CENTER OF CORPU, 3030 FIG ST, CORPUS CHRISTI TX, 78404"
"676328, LAS COLINAS OF WESTOVER, 9738 WESTOVER HILLS BLVD, SAN ANTONIO TX, 78251"
"676329, CONTINUING CARE AT HIGHLAND SPRINGS, 7910 FRANKFORD ROAD, DALLAS TX, 75252"
"676311, WATKINS-LOGAN-GARRISON TEXAS STATE VETERAN'S HOME, 11466 HONOR LANE, TYLER TX, 75708"
"676342, ST. TERESA NURSING AND REHABILITATION CENTER, 10350 MONTANA AVENUE, EL PASO TX, 79925"
"676349, ACCEL AT WILLOW BEND, 2620 COMMUNICATIONS PKWY, PLANO TX, 75093"
"676303, MIRADOR, 5857 TIMBERGATE DR, CORPUS CHRISTI TX, 78414"
"676415, SHERIDAN MEDICAL LODGE, 1119 S. RED RIVER EXPRESSWAY, BURKBURNETT TX, 76354"
"676378, SORRENTO, 2739 BABCOCK, SAN ANTONIO TX, 78229"
"676374, MIDLOTHIAN HEALTHCARE CENTER, 900 GEORGE HOPPER ROAD, MIDLOTHIAN TX, 76065"
"676413, LEGEND OAKS HEALTHCARE AND REHABILITATION GARLAND, 2625 BELT LINE ROAD, GARLAND TX, 75044"
"676367, BELTERRA HEALTH & REHAB, 2170 NORTH LAKE FOREST DRIVE, MCKINNEY TX, 75071"
"676408, THE LODGE AT BEAR CREEK, 3729 IRA E WOODS AVENUE, GRAPEVINE TX, 76051"
"676413, LEGEND OAKS HEALTHCARE AND REHABILITATION GARLAND, 2625 BELT LINE ROAD, GARLAND TX, 75044"
"676413, LEGEND OAKS HEALTHCARE AND REHABILITATION GARLAND, 2625 BELT LINE ROAD, GARLAND TX, 75044"
"676368, TREVISO TRANSITIONAL CARE, 1154 EAST HAWKINS PARKWAY, LONGVIEW TX, 75605"
"676377, RELIANT DALLAS SUB-ACUTE, 7930 NORTHAVEN ROAD, DALLAS TX, 75230"
"676386, WEST REST HAVEN INC, 503 MEADOW DRIVE, WEST TX, 76691"
"676388, THE PAVILION AT CREEKWOOD, 2100 CANNON DR, MANSFIELD TX, 76063"
"676389, MATADOR HEALTH AND REHABILITATION CENTER, 805 HARRISON ST, MATADOR TX, 79244"
"676357, THE BROADMOOR AT CREEKSIDE PARK, 5665 CREEKSIDE FOREST DRIVE, THE WOODLANDS TX, 77389"
"676359, CORNERSTONE RETIREMENT COMMUNITY, 4100 MOORES LN, TEXARKANA TX, 75503"
"676358, THE VILLAGES ON MACARTHUR, 3443 N MACARTHUR BLVD, IRVING TX, 75062"
"676383, NEW BOSTON HEALTHCARE CENTER, 210 RICE ST, NEW BOSTON TX, 75570"
"676369, HOLLYMEAD, 4101 LONG PRAIRIE ROAD, FLOWER MOUND TX, 75028"
"676353, CORONADO AT STONE OAK, 19638 STONE OAK PARKWAY, SAN ANTONIO TX, 78258"
"676419, LA HACIENDA DE PAZ REHABILITATION AND CARE CENTER, 3333 BOB ROGERS DR, EAGLE PASS TX, 78852"
"676361, EAGLE LAKE NURSING AND REHABILITATION, LP, 535 S AUSTIN ROAD, EAGLE LAKE TX, 77434"
"676407, ONPOINTE TRANSITIONAL CARE AT TEXAS HEALTH ARLINGT, 800 W. RANDOL MILL ROAD, 6TH FLOOR, ARLINGTON TX, 76012"
"676362, BRIDGECREST REHABILITATION SUITES, 14100 KARISSA COURT, HOUSTON TX, 77049"
"676380, BIG SPRINGS CENTER FOR SKILLED CARE, 3701 WASSON RD, BIG SPRING TX, 79720"
"676393, LAS VENTANAS DE SOCORRO, 10064 ALAMEDA AVENUE, SOCORRO TX, 79927"
"676364, TEMPLE MERIDIAN, 4312 S 31ST ST, TEMPLE TX, 76502"
"676388, THE PAVILION AT CREEKWOOD, 2100 CANNON DR, MANSFIELD TX, 76063"
"676351, THE LANDING AT WATERMERE, 201 WATERMERE DRIVE, SOUTHLAKE TX, 76092"
"676389, MATADOR HEALTH AND REHABILITATION CENTER, 805 HARRISON ST, MATADOR TX, 79244"
"676376, SILVER SPRING, 1690 N. TREADWAY BLVD., ABILENE TX, 79601"
"676376, SILVER SPRING, 1690 N. TREADWAY BLVD., ABILENE TX, 79601"
"676386, WEST REST HAVEN INC, 503 MEADOW DRIVE, WEST TX, 76691"
"676372, TWIN PINES NORTH NURSING AND REHABILITATION CENTER, 1301 MALLETTE DRIVE, VICTORIA TX, 77904"
"676407, ONPOINTE TRANSITIONAL CARE AT TEXAS HEALTH ARLINGT, 800 W. RANDOL MILL ROAD, 6TH FLOOR, ARLINGTON TX, 76012"
"676380, BIG SPRINGS CENTER FOR SKILLED CARE, 3701 WASSON RD, BIG SPRING TX, 79720"
"676373, PARK MANOR BEE CAVE, 14058 BEE CAVES PARKWAY, BLDG B, BEE CAVE TX, 78738"
"676385, CROSSROADS NURSING & REHABILITATION, 611 ROSE MARIE BLVD, HEARNE TX, 77859"
"676359, CORNERSTONE RETIREMENT COMMUNITY, 4100 MOORES LN, TEXARKANA TX, 75503"
"676369, HOLLYMEAD, 4101 LONG PRAIRIE ROAD, FLOWER MOUND TX, 75028"
"676382, FALCON RIDGE REHABILITATION, 149 KLATTENHOFF LANE, HUTTO TX, 78634"
"676373, PARK MANOR BEE CAVE, 14058 BEE CAVES PARKWAY, BLDG B, BEE CAVE TX, 78738"
"676389, MATADOR HEALTH AND REHABILITATION CENTER, 805 HARRISON ST, MATADOR TX, 79244"
"676413, LEGEND OAKS HEALTHCARE AND REHABILITATION GARLAND, 2625 BELT LINE ROAD, GARLAND TX, 75044"
