"675452, ROSEWOOD REHABILITATION AND CARE CENTER, 7700 MESQUITE PASS, CONVERSE TX, 78109"
"675414, RETAMA MANOR NURSING CENTER/EDINBURG, 1505 S CLOSNER, EDINBURG TX, 78539"
"675415, LAS PALMAS HEALTHCARE CENTER, 1301 E QUEBEC AVE, MCALLEN TX, 78503"
"675409, WINDSOR MISSION OAKS, 3030  S  ROOSEVELT AVE, SAN ANTONIO TX, 78214"
"675495, LAUREL COURT, 3830 MUSTANG ROAD, ALVIN TX, 77511"
"675431, RED OAK HEALTH AND REHABILITATION CENTER, 101 REESE DR, RED OAK TX, 75154"
"675513, DECATUR NURSING AND REHABILITATION LP, 605 W MULBERRY, DECATUR TX, 76234"
"675471, BONHAM NURSING AND REHABILITATION LP, 709 W FIFTH ST, BONHAM TX, 75418"
"675501, HERITAGE OAKS WEST RETIREMENT VILLAGE, 3300 W 2ND AVE, CORSICANA TX, 75110"
"675501, HERITAGE OAKS WEST RETIREMENT VILLAGE, 3300 W 2ND AVE, CORSICANA TX, 75110"
"675421, RETAMA MANOR HEALTH AND REHABILITATION CENTER/RIO, 400 S PETE DIAZ JR AVE, RIO GRANDE CITY TX, 78582"
"675518, THE HILLTOP ON MAIN, 1015 N MAIN, MERIDIAN TX, 76665"
"675475, RETAMA MANOR NURSING CENTER/RAYMONDVILLE, 1700 S EXPRESSWAY 77, RAYMONDVILLE TX, 78580"
"675433, FOCUSED CARE AT HUNTSVILLE, 1302 NOTTINGHAM ST, HUNTSVILLE TX, 77340"
"675513, DECATUR NURSING AND REHABILITATION LP, 605 W MULBERRY, DECATUR TX, 76234"
"675494, KLEBERG COUNTY NURSING AND REHABILITATION LP, 316 GENERAL CAVAZOS BLVD, KINGSVILLE TX, 78363"
"675594, TERRACE WEST NURSING AND REHABILITATION LP, 2800 MIDLAND DR, MIDLAND TX, 79707"
"675438, LAKE SHORE VILLAGE HEALTHCARE CENTER, 2320 LAKE SHORE DR, WACO TX, 76708"
"675484, SHEPHERD LTC PARTNERS INC., 101 WOODLAND PARK DR, SHEPHERD TX, 77371"
"675506, ALPINE TERRACE, 746 ALPINE DR, KERRVILLE TX, 78028"
"675431, RED OAK HEALTH AND REHABILITATION CENTER, 101 REESE DR, RED OAK TX, 75154"
"675619, OAKS NURSING CENTER, 507 W JACKSON ST, BURNET TX, 78611"
"675479, FRANKLIN HEIGHTS NURSING & REHABILITATION CENTER, 223 S RESLER, EL PASO TX, 79912"
"675494, KLEBERG COUNTY NURSING AND REHABILITATION LP, 316 GENERAL CAVAZOS BLVD, KINGSVILLE TX, 78363"
"675460, PARK HIGHLANDS NURSING & REHABILITATION CENTER, 711 LUCAS ST, ATHENS TX, 75751"
"675502, RETAMA MANOR NURSING CENTER/PLEASANTON NORTH, 404 GOODWIN ST, PLEASANTON TX, 78064"
"675452, ROSEWOOD REHABILITATION AND CARE CENTER, 7700 MESQUITE PASS, CONVERSE TX, 78109"
"675414, RETAMA MANOR NURSING CENTER/EDINBURG, 1505 S CLOSNER, EDINBURG TX, 78539"
"675475, RETAMA MANOR NURSING CENTER/RAYMONDVILLE, 1700 S EXPRESSWAY 77, RAYMONDVILLE TX, 78580"
"675445, OAK MANOR NURSING CENTER, 624 N CONVERSE ST, FLATONIA TX, 78941"
"675453, COLLINWOOD CARE CENTER, 3100 S RIGSBEE RD, PLANO TX, 75074"
"675612, THE WESTBURY PLACE, 5201 S WILLOW DR, HOUSTON TX, 77035"
"675458, PARKVIEW NURSING AND REHABILITATION CENTER, 1501 S MAIN ST, LOCKHART TX, 78644"
"675622, CITYVIEW CARE CENTER, 5801 BRYANT IRVIN RD, FORT WORTH TX, 76132"
"675495, LAUREL COURT, 3830 MUSTANG ROAD, ALVIN TX, 77511"
"675487, CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI, 2606 HOSPITAL BVLD, CORPUS CHRISTI TX, 78405"
"675452, ROSEWOOD REHABILITATION AND CARE CENTER, 7700 MESQUITE PASS, CONVERSE TX, 78109"
"675418, THE MANOR AT SEAGOVILLE, 2416 ELIZABETH LN, SEAGOVILLE TX, 75159"
"675487, CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI, 2606 HOSPITAL BVLD, CORPUS CHRISTI TX, 78405"
"675421, RETAMA MANOR HEALTH AND REHABILITATION CENTER/RIO, 400 S PETE DIAZ JR AVE, RIO GRANDE CITY TX, 78582"
"675539, THE BRADFORD AT BROOKSIDE, 301 WEST PARK DRIVE, LIVINGSTON TX, 77351"
"675424, GREEN OAKS REHAB & NURSING, 500 VALLE VISTA DR, ATHENS TX, 75751"
"675635, EBONY LAKE NURSING AND REHABILITATION CENTER, 1001 CENTRAL BLVD, BROWNSVILLE TX, 78520"
"675446, REGENCY MANOR NURSING AND REHABILITATION LP, 1615 ELEVENTH ST, FLORESVILLE TX, 78114"
"675453, COLLINWOOD CARE CENTER, 3100 S RIGSBEE RD, PLANO TX, 75074"
"675503, BEACON HILL, 3515 S PARK AVE, DENISON TX, 75020"
"675446, REGENCY MANOR NURSING AND REHABILITATION LP, 1615 ELEVENTH ST, FLORESVILLE TX, 78114"
"675471, BONHAM NURSING AND REHABILITATION LP, 709 W FIFTH ST, BONHAM TX, 75418"
"675506, ALPINE TERRACE, 746 ALPINE DR, KERRVILLE TX, 78028"
"675493, HIGHLAND PARK CARE CENTER, 2714 MORRISON, HOUSTON TX, 77009"
"675441, RENAISSANCE CARE CENTER, 1400 BLACKSHILL DR, GAINESVILLE TX, 76240"
"675414, RETAMA MANOR NURSING CENTER/EDINBURG, 1505 S CLOSNER, EDINBURG TX, 78539"
"675438, LAKE SHORE VILLAGE HEALTHCARE CENTER, 2320 LAKE SHORE DR, WACO TX, 76708"
"675501, HERITAGE OAKS WEST RETIREMENT VILLAGE, 3300 W 2ND AVE, CORSICANA TX, 75110"
"675431, RED OAK HEALTH AND REHABILITATION CENTER, 101 REESE DR, RED OAK TX, 75154"
"675432, REGENT CARE CENTER OF SAN ANTONIO, 16400 BLANCO RD, SAN ANTONIO TX, 78232"
"675469, FLORESVILLE RESIDENCE AND REHABILITATION CENTER, 1811 SIXTH ST, FLORESVILLE TX, 78114"
"675469, FLORESVILLE RESIDENCE AND REHABILITATION CENTER, 1811 SIXTH ST, FLORESVILLE TX, 78114"
"675421, RETAMA MANOR HEALTH AND REHABILITATION CENTER/RIO, 400 S PETE DIAZ JR AVE, RIO GRANDE CITY TX, 78582"
"675498, HILLSIDE HEIGHTS REHABILITATION SUITES, 6650 SOUTH SONCY ROAD, AMARILLO TX, 79119"
"675506, ALPINE TERRACE, 746 ALPINE DR, KERRVILLE TX, 78028"
"675421, RETAMA MANOR HEALTH AND REHABILITATION CENTER/RIO, 400 S PETE DIAZ JR AVE, RIO GRANDE CITY TX, 78582"
"675494, KLEBERG COUNTY NURSING AND REHABILITATION LP, 316 GENERAL CAVAZOS BLVD, KINGSVILLE TX, 78363"
"675432, REGENT CARE CENTER OF SAN ANTONIO, 16400 BLANCO RD, SAN ANTONIO TX, 78232"
"675513, DECATUR NURSING AND REHABILITATION LP, 605 W MULBERRY, DECATUR TX, 76234"
"675414, RETAMA MANOR NURSING CENTER/EDINBURG, 1505 S CLOSNER, EDINBURG TX, 78539"
"675495, LAUREL COURT, 3830 MUSTANG ROAD, ALVIN TX, 77511"
"675434, SILVER PINES NURSING AND REHABILITATION LP, 503 OLD AUSTIN HIGHWAY, BASTROP TX, 78602"
"675498, HILLSIDE HEIGHTS REHABILITATION SUITES, 6650 SOUTH SONCY ROAD, AMARILLO TX, 79119"
"675501, HERITAGE OAKS WEST RETIREMENT VILLAGE, 3300 W 2ND AVE, CORSICANA TX, 75110"
"675439, MULLICAN CARE CENTER, 105 N MAIN ST, SAVOY TX, 75479"
"675462, PARKVIEW NURSING AND REHABILITATION CENTER, 3200 PARKWAY, BIG SPRING TX, 79720"
"675506, ALPINE TERRACE, 746 ALPINE DR, KERRVILLE TX, 78028"
"675479, FRANKLIN HEIGHTS NURSING & REHABILITATION CENTER, 223 S RESLER, EL PASO TX, 79912"
"675415, LAS PALMAS HEALTHCARE CENTER, 1301 E QUEBEC AVE, MCALLEN TX, 78503"
"675421, RETAMA MANOR HEALTH AND REHABILITATION CENTER/RIO, 400 S PETE DIAZ JR AVE, RIO GRANDE CITY TX, 78582"
"675441, RENAISSANCE CARE CENTER, 1400 BLACKSHILL DR, GAINESVILLE TX, 76240"
"675409, WINDSOR MISSION OAKS, 3030  S  ROOSEVELT AVE, SAN ANTONIO TX, 78214"
"675468, HICO NURSING AND REHABILITATION, 712 RAILROAD AVE, HICO TX, 76457"
"675421, RETAMA MANOR HEALTH AND REHABILITATION CENTER/RIO, 400 S PETE DIAZ JR AVE, RIO GRANDE CITY TX, 78582"
"675446, REGENCY MANOR NURSING AND REHABILITATION LP, 1615 ELEVENTH ST, FLORESVILLE TX, 78114"
"675418, THE MANOR AT SEAGOVILLE, 2416 ELIZABETH LN, SEAGOVILLE TX, 75159"
"675423, ASHFORD GARDENS, 7210 NORTHLINE DR, HOUSTON TX, 77076"
"675418, THE MANOR AT SEAGOVILLE, 2416 ELIZABETH LN, SEAGOVILLE TX, 75159"
"675447, THE HIGHLANDS OF DALLAS, 9009 FOREST LN, DALLAS TX, 75243"
"675501, HERITAGE OAKS WEST RETIREMENT VILLAGE, 3300 W 2ND AVE, CORSICANA TX, 75110"
"675418, THE MANOR AT SEAGOVILLE, 2416 ELIZABETH LN, SEAGOVILLE TX, 75159"
"675439, MULLICAN CARE CENTER, 105 N MAIN ST, SAVOY TX, 75479"
"675433, FOCUSED CARE AT HUNTSVILLE, 1302 NOTTINGHAM ST, HUNTSVILLE TX, 77340"
"675417, SENIOR CARE HEALTH AND REHABILITATION CENTER - DAL, 2815 MARTIN LUTHER KING JR BLVD, DALLAS TX, 75215"
"675409, WINDSOR MISSION OAKS, 3030  S  ROOSEVELT AVE, SAN ANTONIO TX, 78214"
"675498, HILLSIDE HEIGHTS REHABILITATION SUITES, 6650 SOUTH SONCY ROAD, AMARILLO TX, 79119"
"675487, CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI, 2606 HOSPITAL BVLD, CORPUS CHRISTI TX, 78405"
"675439, MULLICAN CARE CENTER, 105 N MAIN ST, SAVOY TX, 75479"
"675527, WHISPERWOOD NURSING & REHABILITATION CENTER, 5502 W 4TH ST, LUBBOCK TX, 79416"
"675421, RETAMA MANOR HEALTH AND REHABILITATION CENTER/RIO, 400 S PETE DIAZ JR AVE, RIO GRANDE CITY TX, 78582"
"675496, SLATON CARE CENTER, 630 S 19TH, SLATON TX, 79364"
"675493, HIGHLAND PARK CARE CENTER, 2714 MORRISON, HOUSTON TX, 77009"
"675501, HERITAGE OAKS WEST RETIREMENT VILLAGE, 3300 W 2ND AVE, CORSICANA TX, 75110"
"675502, RETAMA MANOR NURSING CENTER/PLEASANTON NORTH, 404 GOODWIN ST, PLEASANTON TX, 78064"
"675503, BEACON HILL, 3515 S PARK AVE, DENISON TX, 75020"
"675417, SENIOR CARE HEALTH AND REHABILITATION CENTER - DAL, 2815 MARTIN LUTHER KING JR BLVD, DALLAS TX, 75215"
"675546, TRINITY CARE CENTER, 1000 E MAIN ST, ROUND ROCK TX, 78664"
"675625, VISTA CONTINUING CARE CENTER, 4300 VISTA RD, PASADENA TX, 77504"
"675454, WEST OAKS NURSING & REHAB CENTER, 3625 GREEN CREST, HOUSTON TX, 77082"
"675434, SILVER PINES NURSING AND REHABILITATION LP, 503 OLD AUSTIN HIGHWAY, BASTROP TX, 78602"
"675409, WINDSOR MISSION OAKS, 3030  S  ROOSEVELT AVE, SAN ANTONIO TX, 78214"
"675502, RETAMA MANOR NURSING CENTER/PLEASANTON NORTH, 404 GOODWIN ST, PLEASANTON TX, 78064"
"675471, BONHAM NURSING AND REHABILITATION LP, 709 W FIFTH ST, BONHAM TX, 75418"
"675414, RETAMA MANOR NURSING CENTER/EDINBURG, 1505 S CLOSNER, EDINBURG TX, 78539"
"675496, SLATON CARE CENTER, 630 S 19TH, SLATON TX, 79364"
"675445, OAK MANOR NURSING CENTER, 624 N CONVERSE ST, FLATONIA TX, 78941"
"675454, WEST OAKS NURSING & REHAB CENTER, 3625 GREEN CREST, HOUSTON TX, 77082"
"675471, BONHAM NURSING AND REHABILITATION LP, 709 W FIFTH ST, BONHAM TX, 75418"
"675418, THE MANOR AT SEAGOVILLE, 2416 ELIZABETH LN, SEAGOVILLE TX, 75159"
"675487, CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI, 2606 HOSPITAL BVLD, CORPUS CHRISTI TX, 78405"
"675415, LAS PALMAS HEALTHCARE CENTER, 1301 E QUEBEC AVE, MCALLEN TX, 78503"
"675480, VICTORIA RESIDENCE AND REHABILITATION CENTER, 114 MEDICAL DR, VICTORIA TX, 77904"
"675479, FRANKLIN HEIGHTS NURSING & REHABILITATION CENTER, 223 S RESLER, EL PASO TX, 79912"
"675496, SLATON CARE CENTER, 630 S 19TH, SLATON TX, 79364"
"675454, WEST OAKS NURSING & REHAB CENTER, 3625 GREEN CREST, HOUSTON TX, 77082"
"675415, LAS PALMAS HEALTHCARE CENTER, 1301 E QUEBEC AVE, MCALLEN TX, 78503"
"675487, CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI, 2606 HOSPITAL BVLD, CORPUS CHRISTI TX, 78405"
"675414, RETAMA MANOR NURSING CENTER/EDINBURG, 1505 S CLOSNER, EDINBURG TX, 78539"
"675439, MULLICAN CARE CENTER, 105 N MAIN ST, SAVOY TX, 75479"
"675458, PARKVIEW NURSING AND REHABILITATION CENTER, 1501 S MAIN ST, LOCKHART TX, 78644"
"675431, RED OAK HEALTH AND REHABILITATION CENTER, 101 REESE DR, RED OAK TX, 75154"
"675498, HILLSIDE HEIGHTS REHABILITATION SUITES, 6650 SOUTH SONCY ROAD, AMARILLO TX, 79119"
"675462, PARKVIEW NURSING AND REHABILITATION CENTER, 3200 PARKWAY, BIG SPRING TX, 79720"
"675415, LAS PALMAS HEALTHCARE CENTER, 1301 E QUEBEC AVE, MCALLEN TX, 78503"
"675513, DECATUR NURSING AND REHABILITATION LP, 605 W MULBERRY, DECATUR TX, 76234"
"675409, WINDSOR MISSION OAKS, 3030  S  ROOSEVELT AVE, SAN ANTONIO TX, 78214"
"675458, PARKVIEW NURSING AND REHABILITATION CENTER, 1501 S MAIN ST, LOCKHART TX, 78644"
"675445, OAK MANOR NURSING CENTER, 624 N CONVERSE ST, FLATONIA TX, 78941"
"675498, HILLSIDE HEIGHTS REHABILITATION SUITES, 6650 SOUTH SONCY ROAD, AMARILLO TX, 79119"
"675471, BONHAM NURSING AND REHABILITATION LP, 709 W FIFTH ST, BONHAM TX, 75418"
"675441, RENAISSANCE CARE CENTER, 1400 BLACKSHILL DR, GAINESVILLE TX, 76240"
"675513, DECATUR NURSING AND REHABILITATION LP, 605 W MULBERRY, DECATUR TX, 76234"
"675409, WINDSOR MISSION OAKS, 3030  S  ROOSEVELT AVE, SAN ANTONIO TX, 78214"
"675432, REGENT CARE CENTER OF SAN ANTONIO, 16400 BLANCO RD, SAN ANTONIO TX, 78232"
"675506, ALPINE TERRACE, 746 ALPINE DR, KERRVILLE TX, 78028"
"675617, EAGLE PASS NURSING AND REHABILITATION, 2550 ZACATECAS DR, EAGLE PASS TX, 78852"
"675471, BONHAM NURSING AND REHABILITATION LP, 709 W FIFTH ST, BONHAM TX, 75418"
"675475, RETAMA MANOR NURSING CENTER/RAYMONDVILLE, 1700 S EXPRESSWAY 77, RAYMONDVILLE TX, 78580"
"675496, SLATON CARE CENTER, 630 S 19TH, SLATON TX, 79364"
"675484, SHEPHERD LTC PARTNERS INC., 101 WOODLAND PARK DR, SHEPHERD TX, 77371"
"675415, LAS PALMAS HEALTHCARE CENTER, 1301 E QUEBEC AVE, MCALLEN TX, 78503"
"675432, REGENT CARE CENTER OF SAN ANTONIO, 16400 BLANCO RD, SAN ANTONIO TX, 78232"
"675475, RETAMA MANOR NURSING CENTER/RAYMONDVILLE, 1700 S EXPRESSWAY 77, RAYMONDVILLE TX, 78580"
"675481, RIVERWOOD HEALTHCARE, 600 BACON ST, MADISONVILLE TX, 77864"
"675462, PARKVIEW NURSING AND REHABILITATION CENTER, 3200 PARKWAY, BIG SPRING TX, 79720"
"675421, RETAMA MANOR HEALTH AND REHABILITATION CENTER/RIO, 400 S PETE DIAZ JR AVE, RIO GRANDE CITY TX, 78582"
"675415, LAS PALMAS HEALTHCARE CENTER, 1301 E QUEBEC AVE, MCALLEN TX, 78503"
"675454, WEST OAKS NURSING & REHAB CENTER, 3625 GREEN CREST, HOUSTON TX, 77082"
"675513, DECATUR NURSING AND REHABILITATION LP, 605 W MULBERRY, DECATUR TX, 76234"
"675501, HERITAGE OAKS WEST RETIREMENT VILLAGE, 3300 W 2ND AVE, CORSICANA TX, 75110"
"675479, FRANKLIN HEIGHTS NURSING & REHABILITATION CENTER, 223 S RESLER, EL PASO TX, 79912"
"675409, WINDSOR MISSION OAKS, 3030  S  ROOSEVELT AVE, SAN ANTONIO TX, 78214"
"675630, FALFURRIAS NURSING AND REHABILITATION LP, 1301 S TERRELL ST, FALFURRIAS TX, 78355"
"675484, SHEPHERD LTC PARTNERS INC., 101 WOODLAND PARK DR, SHEPHERD TX, 77371"
"675503, BEACON HILL, 3515 S PARK AVE, DENISON TX, 75020"
"675431, RED OAK HEALTH AND REHABILITATION CENTER, 101 REESE DR, RED OAK TX, 75154"
"675421, RETAMA MANOR HEALTH AND REHABILITATION CENTER/RIO, 400 S PETE DIAZ JR AVE, RIO GRANDE CITY TX, 78582"
"675414, RETAMA MANOR NURSING CENTER/EDINBURG, 1505 S CLOSNER, EDINBURG TX, 78539"
"675497, COURTYARD GARDENS, 1501 7TH ST, WICHITA FALLS TX, 76301"
"675453, COLLINWOOD CARE CENTER, 3100 S RIGSBEE RD, PLANO TX, 75074"
"675594, TERRACE WEST NURSING AND REHABILITATION LP, 2800 MIDLAND DR, MIDLAND TX, 79707"
"675888, REUNION PLAZA HEALTHCARE & REHABILITATION, 1401 RICE RD, TYLER TX, 75703"
"675846, TRINITY NURSING AND REHABILITATION, 902 E MAIN ST, SAN AUGUSTINE TX, 75972"
"675870, LINDAN PARK CARE CENTER LP, 1510 N PLANO RD, RICHARDSON TX, 75081"
"675893, CRYSTAL CREEK AT PRESTON HOLLOW, 11409 N CENTRAL EXPWY, DALLAS TX, 75243"
"675844, ROYAL MANOR, 9114 ROYAL LN, WACO TX, 76712"
"675900, AVALON PLACE TRINITY, 808 S ROBB, TRINITY TX, 75862"
"675882, VICTORIA GARDENS OF ALLEN, 310 S JUPITER, ALLEN TX, 75002"
"675840, LEXINGTON PLACE NURSING & REHABILITATION, 7146 BAKER BLVD, RICHLAND HILLS TX, 76118"
"675871, TRINITY NURSING AND REHABILITATION OF COMFORT LP, 615 FALTIN AVE, COMFORT TX, 78013"
"675833, REGENT CARE CENTER OAKWELL FARMS, 8501 LAURENS LN, SAN ANTONIO TX, 78218"
"675633, SENIOR CARE AT HOLLAND LAKE, 1201 HOLLAND LAKE DR, WEATHERFORD TX, 76086"
"675541, SENIOR REHABILITATION & SKILLED NURSING CENTER, 8825 LAMPLIGHTER LN, PORT ARTHUR TX, 77642"
"675654, BROOKDALE GUADALUPE RIVER PLAZA, 808 GUADALUPE, KERRVILLE TX, 78028"
"675538, SUGAR LAND HEALTH CARE CENTER, 333 MATLAGE WAY, SUGAR LAND TX, 77478"
"675620, BEAUMONT NURSING AND REHABILITATION, 1175 DENTON DR, BEAUMONT TX, 77707"
"675595, SPRING CREEK NURSING AND REHABILITATION LP, 2660 BRICKYARD RD, BEAUMONT TX, 77703"
"675622, CITYVIEW CARE CENTER, 5801 BRYANT IRVIN RD, FORT WORTH TX, 76132"
"675611, GRACE PRESBYTERIAN VILLAGE, 550 E ANN ARBOR AVE, DALLAS TX, 75216"
"675635, EBONY LAKE NURSING AND REHABILITATION CENTER, 1001 CENTRAL BLVD, BROWNSVILLE TX, 78520"
"675606, HARLINGEN NURSING AND REHABILITATION CENTER, 3810 HALE ST, HARLINGEN TX, 78550"
"675620, BEAUMONT NURSING AND REHABILITATION, 1175 DENTON DR, BEAUMONT TX, 77707"
"675542, BROOKDALE ALAMO HEIGHTS, 855 E BASSE RD, SAN ANTONIO TX, 78209"
"675550, PECAN TREE REHAB AND HEALTHCARE CENTER, 1900 E CALIFORNIA ST, GAINESVILLE TX, 76240"
"675561, HERITAGE PLAZA NURSING CENTER, 600 W 52ND ST, TEXARKANA TX, 75501"
"675568, OASIS NURSING & REHABILITATION CENTER, 9001 N LOOP, EL PASO TX, 79907"
"675554, GRACE CARE CENTER OF NOCONA, 306 CAROLYN  RD, NOCONA TX, 76255"
"675622, CITYVIEW CARE CENTER, 5801 BRYANT IRVIN RD, FORT WORTH TX, 76132"
"675595, SPRING CREEK NURSING AND REHABILITATION LP, 2660 BRICKYARD RD, BEAUMONT TX, 77703"
"675572, GLEN ROSE NURSING AND REHAB CENTER, 1019 HOLDEN ST, GLEN ROSE TX, 76043"
"675625, VISTA CONTINUING CARE CENTER, 4300 VISTA RD, PASADENA TX, 77504"
"675592, C C YOUNG MEMORIAL HOME, 4829 W LAWTHER DR, DALLAS TX, 75214"
"675594, TERRACE WEST NURSING AND REHABILITATION LP, 2800 MIDLAND DR, MIDLAND TX, 79707"
"675555, QUENTIN MEASE COMMUNITY HOSPITAL, 3601 N MACGREGOR, HOUSTON TX, 77004"
"675615, MERIDIAN CARE AT GRAYSON SQUARE, 815  E  GRAYSON  ST, SAN ANTONIO TX, 78208"
"675622, CITYVIEW CARE CENTER, 5801 BRYANT IRVIN RD, FORT WORTH TX, 76132"
"675540, LIBERTY HEALTH CARE CENTER, 1206 N TRAVIS ST, LIBERTY TX, 77575"
"675612, THE WESTBURY PLACE, 5201 S WILLOW DR, HOUSTON TX, 77035"
"675537, BROWNWOOD NURSING AND REHABILITATION LP, 101 MILLER DR, BROWNWOOD TX, 76801"
"675592, C C YOUNG MEMORIAL HOME, 4829 W LAWTHER DR, DALLAS TX, 75214"
"675619, OAKS NURSING CENTER, 507 W JACKSON ST, BURNET TX, 78611"
"675565, PARKWOOD HEALTHCARE COMMUNITY, 2600 PARKVIEW DR, BEDFORD TX, 76022"
"675617, EAGLE PASS NURSING AND REHABILITATION, 2550 ZACATECAS DR, EAGLE PASS TX, 78852"
"675630, FALFURRIAS NURSING AND REHABILITATION LP, 1301 S TERRELL ST, FALFURRIAS TX, 78355"
"675572, GLEN ROSE NURSING AND REHAB CENTER, 1019 HOLDEN ST, GLEN ROSE TX, 76043"
"675635, EBONY LAKE NURSING AND REHABILITATION CENTER, 1001 CENTRAL BLVD, BROWNSVILLE TX, 78520"
"675594, TERRACE WEST NURSING AND REHABILITATION LP, 2800 MIDLAND DR, MIDLAND TX, 79707"
"675536, HILL COUNTRY REHAB AND NURSING CENTER, 810 INDUSTRIAL AVE, COPPERAS COVE TX, 76522"
"675536, HILL COUNTRY REHAB AND NURSING CENTER, 810 INDUSTRIAL AVE, COPPERAS COVE TX, 76522"
"675596, MONTE SIESTA NURSING AND REHABILITATION LP, 4501 DUDMAR DR, AUSTIN TX, 78735"
"675594, TERRACE WEST NURSING AND REHABILITATION LP, 2800 MIDLAND DR, MIDLAND TX, 79707"
"675635, EBONY LAKE NURSING AND REHABILITATION CENTER, 1001 CENTRAL BLVD, BROWNSVILLE TX, 78520"
"675599, ROBERT LEE CARE CENTER, 307 WEST 8TH ST, ROBERT LEE TX, 76945"
"675537, BROWNWOOD NURSING AND REHABILITATION LP, 101 MILLER DR, BROWNWOOD TX, 76801"
"675539, THE BRADFORD AT BROOKSIDE, 301 WEST PARK DRIVE, LIVINGSTON TX, 77351"
