455069, SCOTT & WHITE SKILLED NURSING FACILITY, 2401 SOUTH 31ST ST, TEMPLE TX, 76504
455893, GRACE CARE CENTER OF HENRIETTA, 807 W BOIS D ARC, HENRIETTA TX, 76365
455935, EL PASO HEALTH & REHABILITATION CENTER, 11525 VISTA DEL SOL DR, EL PASO TX, 79936
455981, HERMANN HOSPITAL, 6411 FANNIN, HOUSTON TX, 77030
455278, KNOPP HEALTHCARE AND REHAB CENTER INC, 1208 N LLANO, FREDERICKSBURG TX, 78624
455069, SCOTT & WHITE SKILLED NURSING FACILITY, 2401 SOUTH 31ST ST, TEMPLE TX, 76504
455069, SCOTT & WHITE SKILLED NURSING FACILITY, 2401 SOUTH 31ST ST, TEMPLE TX, 76504
455423, SCC AT VALLEY GRANDE, 901 WILDROSE LN, BROWNSVILLE TX, 78520
455278, KNOPP HEALTHCARE AND REHAB CENTER INC, 1208 N LLANO, FREDERICKSBURG TX, 78624
455351, SHERWOOD HEALTH CARE INC, 2817 KENT STREET, BRYAN TX, 77802
455494, MANORCARE HEALTH SERVICES, 7625 GLENVIEW DR, NORTH RICHLAND HILLS TX, 76180
455412, BROOKHAVEN NURSING AND REHABILITATION CENTER, 1855 CHEYENNE, CARROLLTON TX, 75010
455575, RETAMA MANOR NURSING CENTER, 2322 MORGAN AVE, CORPUS CHRISTI TX, 78405
455429, COLONIAL TYLER CARE CENTER, 930 S BAXTER, TYLER TX, 75701
455555, GARDEN TERRACE HEALTHCARE CENTER, 1224 CORVADURA ST, GRAHAM TX, 76450
455390, BUENA VIDA NURSING AND REHAB-SAN ANTONIO, 5027 PECAN GROVE, SAN ANTONIO TX, 78222
455569, HERITAGE AT LONGVIEW HEALTHCARE CENTER, 112 RUTH LYNN DR, LONGVIEW TX, 75605
455457, MANORCARE HEALTH SERVICES, 2129 SKYLINE DR, FORT WORTH TX, 76114
455457, MANORCARE HEALTH SERVICES, 2129 SKYLINE DR, FORT WORTH TX, 76114
455528, RETAMA MANOR NURSING CENTER/LAREDO-WEST, 1200 LANE, LAREDO TX, 78043
455001, PHP THE OAKS AT BEAUMONT, 4195 MILAM ST, BEAUMONT TX, 77707
455575, RETAMA MANOR NURSING CENTER, 2322 MORGAN AVE, CORPUS CHRISTI TX, 78405
455278, KNOPP HEALTHCARE AND REHAB CENTER INC, 1208 N LLANO, FREDERICKSBURG TX, 78624
455278, KNOPP HEALTHCARE AND REHAB CENTER INC, 1208 N LLANO, FREDERICKSBURG TX, 78624
455509, NOLAN NURSING AND REHABILITATION LP, 705 NE GEORGIA AVENUE, SWEETWATER TX, 79556
455069, SCOTT & WHITE SKILLED NURSING FACILITY, 2401 SOUTH 31ST ST, TEMPLE TX, 76504
455061, ELSIE GAYER HEALTH CARE CENTER, 902 N MAIN ST, SAN ANGELO TX, 76903
455533, SENIOR CARE OF WINDCREST, 8800 FOURWINDS DR, SAN ANTONIO TX, 78239
455412, BROOKHAVEN NURSING AND REHABILITATION CENTER, 1855 CHEYENNE, CARROLLTON TX, 75010
455412, BROOKHAVEN NURSING AND REHABILITATION CENTER, 1855 CHEYENNE, CARROLLTON TX, 75010
455429, COLONIAL TYLER CARE CENTER, 930 S BAXTER, TYLER TX, 75701
455412, BROOKHAVEN NURSING AND REHABILITATION CENTER, 1855 CHEYENNE, CARROLLTON TX, 75010
455444, MESA VISTA INN HEALTH CENTER, 5756 N KNOLL DR, SAN ANTONIO TX, 78240
455412, BROOKHAVEN NURSING AND REHABILITATION CENTER, 1855 CHEYENNE, CARROLLTON TX, 75010
455579, SULPHUR SPRINGS HEALTH AND REHABILITATION, 411 AIRPORT RD, SULPHUR SPRINGS TX, 75482
455572, WEDGEWOOD NURSING HOME, 6621 DAN DANCIGER RD, FORT WORTH TX, 76133
455061, ELSIE GAYER HEALTH CARE CENTER, 902 N MAIN ST, SAN ANGELO TX, 76903
455278, KNOPP HEALTHCARE AND REHAB CENTER INC, 1208 N LLANO, FREDERICKSBURG TX, 78624
455423, SCC AT VALLEY GRANDE, 901 WILDROSE LN, BROWNSVILLE TX, 78520
455510, BLANCO VILLA NURSING AND REHABILITATION LP, 8020 BLANCO RD, SAN ANTONIO TX, 78216
455561, BEAUMONT HEALTH CARE CENTER, 795 LINDBERGH DR, BEAUMONT TX, 77707
455069, SCOTT & WHITE SKILLED NURSING FACILITY, 2401 SOUTH 31ST ST, TEMPLE TX, 76504
455069, SCOTT & WHITE SKILLED NURSING FACILITY, 2401 SOUTH 31ST ST, TEMPLE TX, 76504
455001, PHP THE OAKS AT BEAUMONT, 4195 MILAM ST, BEAUMONT TX, 77707
455457, MANORCARE HEALTH SERVICES, 2129 SKYLINE DR, FORT WORTH TX, 76114
455570, MINERAL WELLS NURSING & REHABILITATION, 316 SW 25TH AVE, MINERAL WELLS TX, 76067
455351, SHERWOOD HEALTH CARE INC, 2817 KENT STREET, BRYAN TX, 77802
455423, SCC AT VALLEY GRANDE, 901 WILDROSE LN, BROWNSVILLE TX, 78520
455532, PLEASANT SPRINGS HEALTHCARE CENTER, 2003 N EDWARDS ST, MOUNT PLEASANT TX, 75455
455412, BROOKHAVEN NURSING AND REHABILITATION CENTER, 1855 CHEYENNE, CARROLLTON TX, 75010
455278, KNOPP HEALTHCARE AND REHAB CENTER INC, 1208 N LLANO, FREDERICKSBURG TX, 78624
455359, VISTA DEL MAR HEALTH & REHABILITATION, 1314 3RD STREET, CORPUS CHRISTI TX, 78401
455412, BROOKHAVEN NURSING AND REHABILITATION CENTER, 1855 CHEYENNE, CARROLLTON TX, 75010
455359, VISTA DEL MAR HEALTH & REHABILITATION, 1314 3RD STREET, CORPUS CHRISTI TX, 78401
455472, WEBSTER RESIDENCE AND REHABILITATION CENTER, 750 W TEXAS AVE, WEBSTER TX, 77598
455444, MESA VISTA INN HEALTH CENTER, 5756 N KNOLL DR, SAN ANTONIO TX, 78240
455515, COPPERAS COVE LTC PARTNERS INC, 607 W AVE B, COPPERAS COVE TX, 76522
455528, RETAMA MANOR NURSING CENTER/LAREDO-WEST, 1200 LANE, LAREDO TX, 78043
455444, MESA VISTA INN HEALTH CENTER, 5756 N KNOLL DR, SAN ANTONIO TX, 78240
455444, MESA VISTA INN HEALTH CENTER, 5756 N KNOLL DR, SAN ANTONIO TX, 78240
455423, SCC AT VALLEY GRANDE, 901 WILDROSE LN, BROWNSVILLE TX, 78520
455444, MESA VISTA INN HEALTH CENTER, 5756 N KNOLL DR, SAN ANTONIO TX, 78240
455444, MESA VISTA INN HEALTH CENTER, 5756 N KNOLL DR, SAN ANTONIO TX, 78240
455532, PLEASANT SPRINGS HEALTHCARE CENTER, 2003 N EDWARDS ST, MOUNT PLEASANT TX, 75455
455574, WEATHERFORD HEALTH CARE CENTER, 521 W 7TH ST, WEATHERFORD TX, 76086
455412, BROOKHAVEN NURSING AND REHABILITATION CENTER, 1855 CHEYENNE, CARROLLTON TX, 75010
455390, BUENA VIDA NURSING AND REHAB-SAN ANTONIO, 5027 PECAN GROVE, SAN ANTONIO TX, 78222
455429, COLONIAL TYLER CARE CENTER, 930 S BAXTER, TYLER TX, 75701
455429, COLONIAL TYLER CARE CENTER, 930 S BAXTER, TYLER TX, 75701
455557, THE PALMS NURSING AND REHABILITATION LP, 5607 EVERHART RD, CORPUS CHRISTI TX, 78411
455534, HONDO NURSING AND REHABILITATION LP, 3002  AVE  Q, HONDO TX, 78861
455412, BROOKHAVEN NURSING AND REHABILITATION CENTER, 1855 CHEYENNE, CARROLLTON TX, 75010
455565, PALESTINE HEALTHCARE CENTER, 1816 TILE FACTORY RD, PALESTINE TX, 75801
455069, SCOTT & WHITE SKILLED NURSING FACILITY, 2401 SOUTH 31ST ST, TEMPLE TX, 76504
455494, MANORCARE HEALTH SERVICES, 7625 GLENVIEW DR, NORTH RICHLAND HILLS TX, 76180
455069, SCOTT & WHITE SKILLED NURSING FACILITY, 2401 SOUTH 31ST ST, TEMPLE TX, 76504
455561, BEAUMONT HEALTH CARE CENTER, 795 LINDBERGH DR, BEAUMONT TX, 77707
455533, SENIOR CARE OF WINDCREST, 8800 FOURWINDS DR, SAN ANTONIO TX, 78239
455450, MERIDIAN CARE MONTE VISTA, 616 W RUSSELL PL, SAN ANTONIO TX, 78212
455485, THE CLAIRMONT TYLER, 900 S BAXTER AVE, TYLER TX, 75701
455429, COLONIAL TYLER CARE CENTER, 930 S BAXTER, TYLER TX, 75701
455494, MANORCARE HEALTH SERVICES, 7625 GLENVIEW DR, NORTH RICHLAND HILLS TX, 76180
455390, BUENA VIDA NURSING AND REHAB-SAN ANTONIO, 5027 PECAN GROVE, SAN ANTONIO TX, 78222
455522, SENIOR CARE OF MARLANDWOOD WEST, 1700 MARLANDWOOD RD, TEMPLE TX, 76502
455515, COPPERAS COVE LTC PARTNERS INC, 607 W AVE B, COPPERAS COVE TX, 76522
455444, MESA VISTA INN HEALTH CENTER, 5756 N KNOLL DR, SAN ANTONIO TX, 78240
455429, COLONIAL TYLER CARE CENTER, 930 S BAXTER, TYLER TX, 75701
455423, SCC AT VALLEY GRANDE, 901 WILDROSE LN, BROWNSVILLE TX, 78520
455412, BROOKHAVEN NURSING AND REHABILITATION CENTER, 1855 CHEYENNE, CARROLLTON TX, 75010
455513, LAMPASAS NURSING AND REHABILITATION CENTER, 611 N BROAD ST, LAMPASAS TX, 76550
455475, WHITE SETTLEMENT NURSING CENTER, 7820 SKYLINE PARK DR, WHITE SETTLEMENT TX, 76108
455444, MESA VISTA INN HEALTH CENTER, 5756 N KNOLL DR, SAN ANTONIO TX, 78240
455278, KNOPP HEALTHCARE AND REHAB CENTER INC, 1208 N LLANO, FREDERICKSBURG TX, 78624
455278, KNOPP HEALTHCARE AND REHAB CENTER INC, 1208 N LLANO, FREDERICKSBURG TX, 78624
455069, SCOTT & WHITE SKILLED NURSING FACILITY, 2401 SOUTH 31ST ST, TEMPLE TX, 76504
455412, BROOKHAVEN NURSING AND REHABILITATION CENTER, 1855 CHEYENNE, CARROLLTON TX, 75010
455534, HONDO NURSING AND REHABILITATION LP, 3002  AVE  Q, HONDO TX, 78861
455278, KNOPP HEALTHCARE AND REHAB CENTER INC, 1208 N LLANO, FREDERICKSBURG TX, 78624
455450, MERIDIAN CARE MONTE VISTA, 616 W RUSSELL PL, SAN ANTONIO TX, 78212
455061, ELSIE GAYER HEALTH CARE CENTER, 902 N MAIN ST, SAN ANGELO TX, 76903
455423, SCC AT VALLEY GRANDE, 901 WILDROSE LN, BROWNSVILLE TX, 78520
455069, SCOTT & WHITE SKILLED NURSING FACILITY, 2401 SOUTH 31ST ST, TEMPLE TX, 76504
455278, KNOPP HEALTHCARE AND REHAB CENTER INC, 1208 N LLANO, FREDERICKSBURG TX, 78624
455485, THE CLAIRMONT TYLER, 900 S BAXTER AVE, TYLER TX, 75701
455278, KNOPP HEALTHCARE AND REHAB CENTER INC, 1208 N LLANO, FREDERICKSBURG TX, 78624
455390, BUENA VIDA NURSING AND REHAB-SAN ANTONIO, 5027 PECAN GROVE, SAN ANTONIO TX, 78222
455416, TRINITY HEALTHCARE RESIDENCE, 8001 WESTERN HILLS BLVD, FORT WORTH TX, 76108
455069, SCOTT & WHITE SKILLED NURSING FACILITY, 2401 SOUTH 31ST ST, TEMPLE TX, 76504
455456, BIVINS MEMORIAL NURSING HOME, 1001 WALLACE BLVD, AMARILLO TX, 79106
455450, MERIDIAN CARE MONTE VISTA, 616 W RUSSELL PL, SAN ANTONIO TX, 78212
455061, ELSIE GAYER HEALTH CARE CENTER, 902 N MAIN ST, SAN ANGELO TX, 76903
455561, BEAUMONT HEALTH CARE CENTER, 795 LINDBERGH DR, BEAUMONT TX, 77707
455429, COLONIAL TYLER CARE CENTER, 930 S BAXTER, TYLER TX, 75701
455429, COLONIAL TYLER CARE CENTER, 930 S BAXTER, TYLER TX, 75701
455457, MANORCARE HEALTH SERVICES, 2129 SKYLINE DR, FORT WORTH TX, 76114
455450, MERIDIAN CARE MONTE VISTA, 616 W RUSSELL PL, SAN ANTONIO TX, 78212
455423, SCC AT VALLEY GRANDE, 901 WILDROSE LN, BROWNSVILLE TX, 78520
455456, BIVINS MEMORIAL NURSING HOME, 1001 WALLACE BLVD, AMARILLO TX, 79106
455551, PLAINVIEW HEALTHCARE CENTER, 2510 W 24TH ST, PLAINVIEW TX, 79072
455456, BIVINS MEMORIAL NURSING HOME, 1001 WALLACE BLVD, AMARILLO TX, 79106
455494, MANORCARE HEALTH SERVICES, 7625 GLENVIEW DR, NORTH RICHLAND HILLS TX, 76180
455509, NOLAN NURSING AND REHABILITATION LP, 705 NE GEORGIA AVENUE, SWEETWATER TX, 79556
455412, BROOKHAVEN NURSING AND REHABILITATION CENTER, 1855 CHEYENNE, CARROLLTON TX, 75010
455538, MAGNOLIA MANOR, 4400 GULF ST, GROVES TX, 77619
455429, COLONIAL TYLER CARE CENTER, 930 S BAXTER, TYLER TX, 75701
455390, BUENA VIDA NURSING AND REHAB-SAN ANTONIO, 5027 PECAN GROVE, SAN ANTONIO TX, 78222
455477, LAKE JACKSON HEALTHCARE CENTER, 413 GARLAND DR, LAKE JACKSON TX, 77566
455278, KNOPP HEALTHCARE AND REHAB CENTER INC, 1208 N LLANO, FREDERICKSBURG TX, 78624
455549, RETAMA MANOR NURSING CENTER/JOURDANTON, 1504 OAK ST, JOURDANTON TX, 78026
455494, MANORCARE HEALTH SERVICES, 7625 GLENVIEW DR, NORTH RICHLAND HILLS TX, 76180
455069, SCOTT & WHITE SKILLED NURSING FACILITY, 2401 SOUTH 31ST ST, TEMPLE TX, 76504
455333, SHARPVIEW RESIDENCE AND REHABILITATION CENTER, 7505 BELLERIVE, HOUSTON TX, 77036
455278, KNOPP HEALTHCARE AND REHAB CENTER INC, 1208 N LLANO, FREDERICKSBURG TX, 78624
455475, WHITE SETTLEMENT NURSING CENTER, 7820 SKYLINE PARK DR, WHITE SETTLEMENT TX, 76108
455278, KNOPP HEALTHCARE AND REHAB CENTER INC, 1208 N LLANO, FREDERICKSBURG TX, 78624
455444, MESA VISTA INN HEALTH CENTER, 5756 N KNOLL DR, SAN ANTONIO TX, 78240
455423, SCC AT VALLEY GRANDE, 901 WILDROSE LN, BROWNSVILLE TX, 78520
455069, SCOTT & WHITE SKILLED NURSING FACILITY, 2401 SOUTH 31ST ST, TEMPLE TX, 76504
455510, BLANCO VILLA NURSING AND REHABILITATION LP, 8020 BLANCO RD, SAN ANTONIO TX, 78216
455457, MANORCARE HEALTH SERVICES, 2129 SKYLINE DR, FORT WORTH TX, 76114
455429, COLONIAL TYLER CARE CENTER, 930 S BAXTER, TYLER TX, 75701
455429, COLONIAL TYLER CARE CENTER, 930 S BAXTER, TYLER TX, 75701
455456, BIVINS MEMORIAL NURSING HOME, 1001 WALLACE BLVD, AMARILLO TX, 79106
455278, KNOPP HEALTHCARE AND REHAB CENTER INC, 1208 N LLANO, FREDERICKSBURG TX, 78624
455522, SENIOR CARE OF MARLANDWOOD WEST, 1700 MARLANDWOOD RD, TEMPLE TX, 76502
455444, MESA VISTA INN HEALTH CENTER, 5756 N KNOLL DR, SAN ANTONIO TX, 78240
455484, SAN JUAN NURSING HOME INC, 300 N NEBRASKA, SAN JUAN TX, 78589
455444, MESA VISTA INN HEALTH CENTER, 5756 N KNOLL DR, SAN ANTONIO TX, 78240
455455, MERIDIAN CARE OF ALICE, 218 219 N KING ST, ALICE TX, 78332
455485, THE CLAIRMONT TYLER, 900 S BAXTER AVE, TYLER TX, 75701
455467, ALAMO HEIGHTS HEALTH AND REHABILITATION CENTER, 8223 BROADWAY, SAN ANTONIO TX, 78209
455069, SCOTT & WHITE SKILLED NURSING FACILITY, 2401 SOUTH 31ST ST, TEMPLE TX, 76504
455333, SHARPVIEW RESIDENCE AND REHABILITATION CENTER, 7505 BELLERIVE, HOUSTON TX, 77036
455532, PLEASANT SPRINGS HEALTHCARE CENTER, 2003 N EDWARDS ST, MOUNT PLEASANT TX, 75455
455423, SCC AT VALLEY GRANDE, 901 WILDROSE LN, BROWNSVILLE TX, 78520
455423, SCC AT VALLEY GRANDE, 901 WILDROSE LN, BROWNSVILLE TX, 78520
455416, TRINITY HEALTHCARE RESIDENCE, 8001 WESTERN HILLS BLVD, FORT WORTH TX, 76108
455412, BROOKHAVEN NURSING AND REHABILITATION CENTER, 1855 CHEYENNE, CARROLLTON TX, 75010
455538, MAGNOLIA MANOR, 4400 GULF ST, GROVES TX, 77619
455278, KNOPP HEALTHCARE AND REHAB CENTER INC, 1208 N LLANO, FREDERICKSBURG TX, 78624
455001, PHP THE OAKS AT BEAUMONT, 4195 MILAM ST, BEAUMONT TX, 77707
455061, ELSIE GAYER HEALTH CARE CENTER, 902 N MAIN ST, SAN ANGELO TX, 76903
455450, MERIDIAN CARE MONTE VISTA, 616 W RUSSELL PL, SAN ANTONIO TX, 78212
455444, MESA VISTA INN HEALTH CENTER, 5756 N KNOLL DR, SAN ANTONIO TX, 78240
455412, BROOKHAVEN NURSING AND REHABILITATION CENTER, 1855 CHEYENNE, CARROLLTON TX, 75010
455412, BROOKHAVEN NURSING AND REHABILITATION CENTER, 1855 CHEYENNE, CARROLLTON TX, 75010
455069, SCOTT & WHITE SKILLED NURSING FACILITY, 2401 SOUTH 31ST ST, TEMPLE TX, 76504
455333, SHARPVIEW RESIDENCE AND REHABILITATION CENTER, 7505 BELLERIVE, HOUSTON TX, 77036
455429, COLONIAL TYLER CARE CENTER, 930 S BAXTER, TYLER TX, 75701
455278, KNOPP HEALTHCARE AND REHAB CENTER INC, 1208 N LLANO, FREDERICKSBURG TX, 78624
455001, PHP THE OAKS AT BEAUMONT, 4195 MILAM ST, BEAUMONT TX, 77707
455412, BROOKHAVEN NURSING AND REHABILITATION CENTER, 1855 CHEYENNE, CARROLLTON TX, 75010
455333, SHARPVIEW RESIDENCE AND REHABILITATION CENTER, 7505 BELLERIVE, HOUSTON TX, 77036
455429, COLONIAL TYLER CARE CENTER, 930 S BAXTER, TYLER TX, 75701
455001, PHP THE OAKS AT BEAUMONT, 4195 MILAM ST, BEAUMONT TX, 77707
455544, STEVENS HEALTH CARE AND REHAB CENTER, 204 WALTER ST, YOAKUM TX, 77995
455390, BUENA VIDA NURSING AND REHAB-SAN ANTONIO, 5027 PECAN GROVE, SAN ANTONIO TX, 78222
455429, COLONIAL TYLER CARE CENTER, 930 S BAXTER, TYLER TX, 75701
455359, VISTA DEL MAR HEALTH & REHABILITATION, 1314 3RD STREET, CORPUS CHRISTI TX, 78401
455456, BIVINS MEMORIAL NURSING HOME, 1001 WALLACE BLVD, AMARILLO TX, 79106
455484, SAN JUAN NURSING HOME INC, 300 N NEBRASKA, SAN JUAN TX, 78589
455570, MINERAL WELLS NURSING & REHABILITATION, 316 SW 25TH AVE, MINERAL WELLS TX, 76067
455412, BROOKHAVEN NURSING AND REHABILITATION CENTER, 1855 CHEYENNE, CARROLLTON TX, 75010
455412, BROOKHAVEN NURSING AND REHABILITATION CENTER, 1855 CHEYENNE, CARROLLTON TX, 75010
455478, QUALITY CARE OF WACO, 2501 MAPLE AVE, WACO TX, 76707
455450, MERIDIAN CARE MONTE VISTA, 616 W RUSSELL PL, SAN ANTONIO TX, 78212
455278, KNOPP HEALTHCARE AND REHAB CENTER INC, 1208 N LLANO, FREDERICKSBURG TX, 78624
455069, SCOTT & WHITE SKILLED NURSING FACILITY, 2401 SOUTH 31ST ST, TEMPLE TX, 76504
455510, BLANCO VILLA NURSING AND REHABILITATION LP, 8020 BLANCO RD, SAN ANTONIO TX, 78216
455477, LAKE JACKSON HEALTHCARE CENTER, 413 GARLAND DR, LAKE JACKSON TX, 77566
455333, SHARPVIEW RESIDENCE AND REHABILITATION CENTER, 7505 BELLERIVE, HOUSTON TX, 77036
455522, SENIOR CARE OF MARLANDWOOD WEST, 1700 MARLANDWOOD RD, TEMPLE TX, 76502
455560, MCALLEN NURSING CENTER, 600 N CYNTHIA ST, MCALLEN TX, 78501
455494, MANORCARE HEALTH SERVICES, 7625 GLENVIEW DR, NORTH RICHLAND HILLS TX, 76180
455509, NOLAN NURSING AND REHABILITATION LP, 705 NE GEORGIA AVENUE, SWEETWATER TX, 79556
455690, PARKS HEALTH CENTER, 111 PARKS VILLAGE DR, ODESSA TX, 79765
455700, WILLOWBROOK NURSING CENTER, 227 RUSSELL BLVD, NACOGDOCHES TX, 75965
455690, PARKS HEALTH CENTER, 111 PARKS VILLAGE DR, ODESSA TX, 79765
455599, HERITAGE PARK REHABILITATION AND SKILLED NURSING C, 2806 REAL ST, AUSTIN TX, 78722
455625, ALTA VISTA REHABILITATION AND HEALTHCARE, 510 PAREDES LINE RD, BROWNSVILLE TX, 78521
455536, AMISTAD NURSING AND REHABILITATION CENTER, 200 RIVERSIDE DR, UVALDE TX, 78801
455528, RETAMA MANOR NURSING CENTER/LAREDO-WEST, 1200 LANE, LAREDO TX, 78043
455533, SENIOR CARE OF WINDCREST, 8800 FOURWINDS DR, SAN ANTONIO TX, 78239
455641, PALO DURO NURSING HOME, 405 S COLLINS ST, CLAUDE TX, 79019
455555, GARDEN TERRACE HEALTHCARE CENTER, 1224 CORVADURA ST, GRAHAM TX, 76450
455515, COPPERAS COVE LTC PARTNERS INC, 607 W AVE B, COPPERAS COVE TX, 76522
455561, BEAUMONT HEALTH CARE CENTER, 795 LINDBERGH DR, BEAUMONT TX, 77707
455557, THE PALMS NURSING AND REHABILITATION LP, 5607 EVERHART RD, CORPUS CHRISTI TX, 78411
455575, RETAMA MANOR NURSING CENTER, 2322 MORGAN AVE, CORPUS CHRISTI TX, 78405
455662, RETAMA MANOR NURSING CENTER/MCALLEN, 900 S 12TH ST, MCALLEN TX, 78501
455494, MANORCARE HEALTH SERVICES, 7625 GLENVIEW DR, NORTH RICHLAND HILLS TX, 76180
455601, ALVARADO LTC PARTNERS INC, 101 N PARKWAY, ALVARADO TX, 76009
455457, MANORCARE HEALTH SERVICES, 2129 SKYLINE DR, FORT WORTH TX, 76114
455597, MEMORIAL MEDICAL NURSING CENTER, 307 W CYPRESS ST, SAN ANTONIO TX, 78212
455574, WEATHERFORD HEALTH CARE CENTER, 521 W 7TH ST, WEATHERFORD TX, 76086
455560, MCALLEN NURSING CENTER, 600 N CYNTHIA ST, MCALLEN TX, 78501
455582, BAY VILLA HEALTHCARE CENTER, 1800 13TH ST, BAY CITY TX, 77414
455463, THE MEADOWS HEALTH AND REHABILITATION CENTER, 8383 MEADOW RD, DALLAS TX, 75231
455515, COPPERAS COVE LTC PARTNERS INC, 607 W AVE B, COPPERAS COVE TX, 76522
455646, MARSHALL MANOR NURSING & REHABILITATION CENTER, 1007 S WASHINGTON AVE, MARSHALL TX, 75670
455515, COPPERAS COVE LTC PARTNERS INC, 607 W AVE B, COPPERAS COVE TX, 76522
455575, RETAMA MANOR NURSING CENTER, 2322 MORGAN AVE, CORPUS CHRISTI TX, 78405
455494, MANORCARE HEALTH SERVICES, 7625 GLENVIEW DR, NORTH RICHLAND HILLS TX, 76180
455489, JEFFREY PLACE HEALTHCARE CENTER, 820 JEFFREY DR, WACO TX, 76710
455515, COPPERAS COVE LTC PARTNERS INC, 607 W AVE B, COPPERAS COVE TX, 76522
455700, WILLOWBROOK NURSING CENTER, 227 RUSSELL BLVD, NACOGDOCHES TX, 75965
455638, GREENVIEW MANOR, 401 OWEN LN, WACO TX, 76710
455457, MANORCARE HEALTH SERVICES, 2129 SKYLINE DR, FORT WORTH TX, 76114
455824, SENIOR CARE OF WURZBACH, 8300 WURZBACH RD, SAN ANTONIO TX, 78229
455544, STEVENS HEALTH CARE AND REHAB CENTER, 204 WALTER ST, YOAKUM TX, 77995
455714, NORTHWEST HEALTH AND REHABILITATION CENTER, 17600 CALI DR, HOUSTON TX, 77090
455484, SAN JUAN NURSING HOME INC, 300 N NEBRASKA, SAN JUAN TX, 78589
455561, BEAUMONT HEALTH CARE CENTER, 795 LINDBERGH DR, BEAUMONT TX, 77707
455683, HENDRICK SKILLED NURSING FACILITY, 1900 PINE, ABILENE TX, 79601
455638, GREENVIEW MANOR, 401 OWEN LN, WACO TX, 76710
455621, VALLEY GRANDE MANOR, 1212 S BRIDGE, WESLACO TX, 78596
455684, CLAIRMONT LONGVIEW, 3201 N FOURTH ST, LONGVIEW TX, 75605
455561, BEAUMONT HEALTH CARE CENTER, 795 LINDBERGH DR, BEAUMONT TX, 77707
455582, BAY VILLA HEALTHCARE CENTER, 1800 13TH ST, BAY CITY TX, 77414
455673, PARKWOOD PLACE HEALTHCARE CENTER, 300 N BYNUM, LUFKIN TX, 75904
455516, LAKEWOOD VILLAGE HEALTH CARE CENTER, 5100 RANDOL MILL RD, FORT WORTH TX, 76112
455687, ALAMEDA OAKS NURSING CENTER, 1101 S ALAMEDA, CORPUS CHRISTI TX, 78404
455702, KARNES CITY HEALTH AND REHABILITATION CENTER, 209 COUNTRY CLUB DR, KARNES CITY TX, 78118
455709, POTEET MANOR, 329 SCHOOL DR, POTEET TX, 78065
455536, AMISTAD NURSING AND REHABILITATION CENTER, 200 RIVERSIDE DR, UVALDE TX, 78801
455643, MATAGORDA HOUSE HEALTHCARE CENTER, 700 12TH ST, BAY CITY TX, 77414
455676, COMMUNITY CARE CENTER OF HONDO, 2001 AVE E, HONDO TX, 78861
455544, STEVENS HEALTH CARE AND REHAB CENTER, 204 WALTER ST, YOAKUM TX, 77995
455589, FORTRESS NURSING AND REHABILITATION LP, 1105 ROCK PRAIRIE RD, COLLEGE STATION TX, 77845
455683, HENDRICK SKILLED NURSING FACILITY, 1900 PINE, ABILENE TX, 79601
