"675225, GREEN ACRES OF BAYTOWN, 2000 BEAUMONT ST, BAYTOWN TX, 77520"
"675238, TRINITY TERRACE, 1600 TEXAS ST, FORT WORTH TX, 76102"
"675277, CARE INN OF LA GRANGE, 457 N MAIN ST, LA GRANGE TX, 78945"
"675183, TWIN OAKS HEALTH AND REHABILITATION CENTER, 1123 N BOLTON ST, JACKSONVILLE TX, 75766"
"675307, THE MANOR HEALTHCARE RESIDENCE, 831 TEHUACANA HWY, MEXIA TX, 76667"
"675241, MAGNOLIA PLACE, 1307 MARTIN LUTHER KING DR, JEFFERSON TX, 75657"
"675254, GULF HEALTH CARE CENTER IN GALVESTON, 3702 COVE VIEW BLVD, GALVESTON TX, 77554"
"675222, SEABREEZE NURSING AND REHABILITATION LP, 6602 MEMORIAL DR, TEXAS CITY TX, 77590"
"675307, THE MANOR HEALTHCARE RESIDENCE, 831 TEHUACANA HWY, MEXIA TX, 76667"
"675289, PINECREST NURSING & REHABILITATION CENTER, 3505 OLD JACKSONVILLE RD, TYLER TX, 75701"
"675274, WILLIS NURSING AND REHABILITATION LP, 3000 N DANVILLE ST, WILLIS TX, 77378"
"675268, LAREDO MEDICAL CENTER, 1700 E SAUNDERS ST, LAREDO TX, 78044"
"675185, LONGMEADOW HEALTHCARE CENTER, 120 MEADOWVIEW DR, JUSTIN TX, 76247"
"675205, PRINCETON PLACE REHABILITATION & HEALTHCARE MEDICA, 7602 LOUIS PASTEUR ST, SAN ANTONIO TX, 78229"
"675202, LEXINGTON PLACE NURSING & REHABILITATION, 611 NW STALLINGS DR, NACOGDOCHES TX, 75961"
"675212, THE HOMESTEAD OF DENISON, 1101 REBA MCENTIRE LN, DENISON TX, 75020"
"675259, CISCO NURSING & REHABILITATION, 1404 FRONT ST, CISCO TX, 76437"
"675271, SEVEN OAKS NURSING AND REHABILITATION LP, 901 SEVEN OAKS RD, BONHAM TX, 75418"
"675268, LAREDO MEDICAL CENTER, 1700 E SAUNDERS ST, LAREDO TX, 78044"
"675305, PLEASANT VALLEY HEALTHCARE AND REHABILITATION CENT, 1525 PLEASANT VALLEY RD, GARLAND TX, 75040"
"675267, GREENBRIER NURSING AND REHABILITATION CENTER OF TY, 3526 W ERWIN ST, TYLER TX, 75702"
"675270, PECAN MANOR NURSING AND REHABILITATION, 413 E MANSFIELD CARDINAL, KENNEDALE TX, 76060"
"675305, PLEASANT VALLEY HEALTHCARE AND REHABILITATION CENT, 1525 PLEASANT VALLEY RD, GARLAND TX, 75040"
"675292, COTTONWOOD NURSING AND REHABILITATION LP, 2224 N CARROLL BLVD, DENTON TX, 76201"
"675279, VILLA HAVEN HEALTH AND REHABILITATION CENTER, 300 S JACKSON ST, BRECKENRIDGE TX, 76424"
"675273, VALLEY MILLS NURSING AND REHABILITATION LP, 101 W. AVENUE E, VALLEY MILLS TX, 76689"
"675268, LAREDO MEDICAL CENTER, 1700 E SAUNDERS ST, LAREDO TX, 78044"
"675226, STEVENS NURSING AND REHABILITATION CENTER OF HALLE, 106 KAHN ST, HALLETTSVILLE TX, 77964"
"675234, CLUTE LTC PARTNERS, INC., 603 E PLANTATION RD, CLUTE TX, 77531"
"675201, HILLSIDE MEDICAL LODGE, 300 S HIGHWAY 36 BYPASS, GATESVILLE TX, 76528"
"675268, LAREDO MEDICAL CENTER, 1700 E SAUNDERS ST, LAREDO TX, 78044"
"675268, LAREDO MEDICAL CENTER, 1700 E SAUNDERS ST, LAREDO TX, 78044"
"675217, ELKHART OAKS CARE CENTER, 214 JONES RD, ELKHART TX, 75839"
"675202, LEXINGTON PLACE NURSING & REHABILITATION, 611 NW STALLINGS DR, NACOGDOCHES TX, 75961"
"675238, TRINITY TERRACE, 1600 TEXAS ST, FORT WORTH TX, 76102"
"675277, CARE INN OF LA GRANGE, 457 N MAIN ST, LA GRANGE TX, 78945"
"675295, LYTLE NURSING HOME, 15366 OAK ST, LYTLE TX, 78052"
"675253, AZALEA TRAIL NURSING AND REHABILITATION CENTER, 411 SPRING CREEK RD, GRAND SALINE TX, 75140"
"675305, PLEASANT VALLEY HEALTHCARE AND REHABILITATION CENT, 1525 PLEASANT VALLEY RD, GARLAND TX, 75040"
"675183, TWIN OAKS HEALTH AND REHABILITATION CENTER, 1123 N BOLTON ST, JACKSONVILLE TX, 75766"
"675284, MISSION MANOR HEALTHCARE RESIDENCE, 501 YATES ST, MOUNT VERNON TX, 75457"
"675206, HOMESTEAD NURSING AND REHABILITATION OF COLLINSVIL, 501 N MAIN ST, COLLINSVILLE TX, 76233"
"675274, WILLIS NURSING AND REHABILITATION LP, 3000 N DANVILLE ST, WILLIS TX, 77378"
"675231, JACINTO CITY HEALTHCARE CENTER, 1405 HOLLAND, HOUSTON TX, 77029"
"675241, MAGNOLIA PLACE, 1307 MARTIN LUTHER KING DR, JEFFERSON TX, 75657"
"675251, COUNTRY MEADOWS NURSING & REHABILITATION CENTER, 3301 PARK ROW BLVD, CORSICANA TX, 75110"
"675267, GREENBRIER NURSING AND REHABILITATION CENTER OF TY, 3526 W ERWIN ST, TYLER TX, 75702"
"675185, LONGMEADOW HEALTHCARE CENTER, 120 MEADOWVIEW DR, JUSTIN TX, 76247"
"675259, CISCO NURSING & REHABILITATION, 1404 FRONT ST, CISCO TX, 76437"
"675305, PLEASANT VALLEY HEALTHCARE AND REHABILITATION CENT, 1525 PLEASANT VALLEY RD, GARLAND TX, 75040"
"675201, HILLSIDE MEDICAL LODGE, 300 S HIGHWAY 36 BYPASS, GATESVILLE TX, 76528"
"675289, PINECREST NURSING & REHABILITATION CENTER, 3505 OLD JACKSONVILLE RD, TYLER TX, 75701"
"675212, THE HOMESTEAD OF DENISON, 1101 REBA MCENTIRE LN, DENISON TX, 75020"
"675234, CLUTE LTC PARTNERS, INC., 603 E PLANTATION RD, CLUTE TX, 77531"
"675217, ELKHART OAKS CARE CENTER, 214 JONES RD, ELKHART TX, 75839"
"675282, COUNTRY CLUB NURSING AND REHABILITATION LP, 9 MEDICAL DR, AMARILLO TX, 79106"
"675282, COUNTRY CLUB NURSING AND REHABILITATION LP, 9 MEDICAL DR, AMARILLO TX, 79106"
"675256, TULIA HEALTH AND REHABILITATION CENTER, 714 S AUSTIN, TULIA TX, 79088"
"675293, LINDEN HEALTHCARE CENTER, 1201 W HOUSTON ST, LINDEN TX, 75563"
"675185, LONGMEADOW HEALTHCARE CENTER, 120 MEADOWVIEW DR, JUSTIN TX, 76247"
"675309, RETAMA MANOR NURSING CENTER/ALICE, 606 COYOTE TR, ALICE TX, 78332"
"675240, THE SPRINGS, 704 N TAYLOR RD, HUGHES SPRINGS TX, 75656"
"675267, GREENBRIER NURSING AND REHABILITATION CENTER OF TY, 3526 W ERWIN ST, TYLER TX, 75702"
"675281, COTTONWOOD CREEK HEALTHCARE COMMUNITY, 1111 W SHORE DR, RICHARDSON TX, 75080"
"675201, HILLSIDE MEDICAL LODGE, 300 S HIGHWAY 36 BYPASS, GATESVILLE TX, 76528"
"675274, WILLIS NURSING AND REHABILITATION LP, 3000 N DANVILLE ST, WILLIS TX, 77378"
"675305, PLEASANT VALLEY HEALTHCARE AND REHABILITATION CENT, 1525 PLEASANT VALLEY RD, GARLAND TX, 75040"
"675254, GULF HEALTH CARE CENTER IN GALVESTON, 3702 COVE VIEW BLVD, GALVESTON TX, 77554"
"675183, TWIN OAKS HEALTH AND REHABILITATION CENTER, 1123 N BOLTON ST, JACKSONVILLE TX, 75766"
"675234, CLUTE LTC PARTNERS, INC., 603 E PLANTATION RD, CLUTE TX, 77531"
"675201, HILLSIDE MEDICAL LODGE, 300 S HIGHWAY 36 BYPASS, GATESVILLE TX, 76528"
"675251, COUNTRY MEADOWS NURSING & REHABILITATION CENTER, 3301 PARK ROW BLVD, CORSICANA TX, 75110"
"675231, JACINTO CITY HEALTHCARE CENTER, 1405 HOLLAND, HOUSTON TX, 77029"
"675231, JACINTO CITY HEALTHCARE CENTER, 1405 HOLLAND, HOUSTON TX, 77029"
"675205, PRINCETON PLACE REHABILITATION & HEALTHCARE MEDICA, 7602 LOUIS PASTEUR ST, SAN ANTONIO TX, 78229"
"675293, LINDEN HEALTHCARE CENTER, 1201 W HOUSTON ST, LINDEN TX, 75563"
"675293, LINDEN HEALTHCARE CENTER, 1201 W HOUSTON ST, LINDEN TX, 75563"
"675222, SEABREEZE NURSING AND REHABILITATION LP, 6602 MEMORIAL DR, TEXAS CITY TX, 77590"
"675281, COTTONWOOD CREEK HEALTHCARE COMMUNITY, 1111 W SHORE DR, RICHARDSON TX, 75080"
"675202, LEXINGTON PLACE NURSING & REHABILITATION, 611 NW STALLINGS DR, NACOGDOCHES TX, 75961"
"675259, CISCO NURSING & REHABILITATION, 1404 FRONT ST, CISCO TX, 76437"
"675201, HILLSIDE MEDICAL LODGE, 300 S HIGHWAY 36 BYPASS, GATESVILLE TX, 76528"
"675274, WILLIS NURSING AND REHABILITATION LP, 3000 N DANVILLE ST, WILLIS TX, 77378"
"675268, LAREDO MEDICAL CENTER, 1700 E SAUNDERS ST, LAREDO TX, 78044"
"675271, SEVEN OAKS NURSING AND REHABILITATION LP, 901 SEVEN OAKS RD, BONHAM TX, 75418"
"675277, CARE INN OF LA GRANGE, 457 N MAIN ST, LA GRANGE TX, 78945"
"675292, COTTONWOOD NURSING AND REHABILITATION LP, 2224 N CARROLL BLVD, DENTON TX, 76201"
"675201, HILLSIDE MEDICAL LODGE, 300 S HIGHWAY 36 BYPASS, GATESVILLE TX, 76528"
"675254, GULF HEALTH CARE CENTER IN GALVESTON, 3702 COVE VIEW BLVD, GALVESTON TX, 77554"
"675267, GREENBRIER NURSING AND REHABILITATION CENTER OF TY, 3526 W ERWIN ST, TYLER TX, 75702"
"675268, LAREDO MEDICAL CENTER, 1700 E SAUNDERS ST, LAREDO TX, 78044"
"675222, SEABREEZE NURSING AND REHABILITATION LP, 6602 MEMORIAL DR, TEXAS CITY TX, 77590"
"675277, CARE INN OF LA GRANGE, 457 N MAIN ST, LA GRANGE TX, 78945"
"675309, RETAMA MANOR NURSING CENTER/ALICE, 606 COYOTE TR, ALICE TX, 78332"
"675268, LAREDO MEDICAL CENTER, 1700 E SAUNDERS ST, LAREDO TX, 78044"
"675210, HERITAGE HOUSE NURSING AND REHABILITATION, 407 N COLLEGE ST, ROSEBUD TX, 76570"
"675297, HOUSTON NURSING AND REHABILITATION LP, 4225 DENMARK, HOUSTON TX, 77016"
"675268, LAREDO MEDICAL CENTER, 1700 E SAUNDERS ST, LAREDO TX, 78044"
"675268, LAREDO MEDICAL CENTER, 1700 E SAUNDERS ST, LAREDO TX, 78044"
"675229, WOODLAND MANOR NURSING AND REHABILITATION LP, 99 RIGBY OWEN RD, CONROE TX, 77304"
"675305, PLEASANT VALLEY HEALTHCARE AND REHABILITATION CENT, 1525 PLEASANT VALLEY RD, GARLAND TX, 75040"
"675251, COUNTRY MEADOWS NURSING & REHABILITATION CENTER, 3301 PARK ROW BLVD, CORSICANA TX, 75110"
"675238, TRINITY TERRACE, 1600 TEXAS ST, FORT WORTH TX, 76102"
"675254, GULF HEALTH CARE CENTER IN GALVESTON, 3702 COVE VIEW BLVD, GALVESTON TX, 77554"
"675309, RETAMA MANOR NURSING CENTER/ALICE, 606 COYOTE TR, ALICE TX, 78332"
"675225, GREEN ACRES OF BAYTOWN, 2000 BEAUMONT ST, BAYTOWN TX, 77520"
"675297, HOUSTON NURSING AND REHABILITATION LP, 4225 DENMARK, HOUSTON TX, 77016"
"675229, WOODLAND MANOR NURSING AND REHABILITATION LP, 99 RIGBY OWEN RD, CONROE TX, 77304"
"675267, GREENBRIER NURSING AND REHABILITATION CENTER OF TY, 3526 W ERWIN ST, TYLER TX, 75702"
"675292, COTTONWOOD NURSING AND REHABILITATION LP, 2224 N CARROLL BLVD, DENTON TX, 76201"
"675240, THE SPRINGS, 704 N TAYLOR RD, HUGHES SPRINGS TX, 75656"
"675240, THE SPRINGS, 704 N TAYLOR RD, HUGHES SPRINGS TX, 75656"
"675210, HERITAGE HOUSE NURSING AND REHABILITATION, 407 N COLLEGE ST, ROSEBUD TX, 76570"
"675210, HERITAGE HOUSE NURSING AND REHABILITATION, 407 N COLLEGE ST, ROSEBUD TX, 76570"
"675292, COTTONWOOD NURSING AND REHABILITATION LP, 2224 N CARROLL BLVD, DENTON TX, 76201"
"675229, WOODLAND MANOR NURSING AND REHABILITATION LP, 99 RIGBY OWEN RD, CONROE TX, 77304"
"675251, COUNTRY MEADOWS NURSING & REHABILITATION CENTER, 3301 PARK ROW BLVD, CORSICANA TX, 75110"
"675284, MISSION MANOR HEALTHCARE RESIDENCE, 501 YATES ST, MOUNT VERNON TX, 75457"
"675226, STEVENS NURSING AND REHABILITATION CENTER OF HALLE, 106 KAHN ST, HALLETTSVILLE TX, 77964"
"675277, CARE INN OF LA GRANGE, 457 N MAIN ST, LA GRANGE TX, 78945"
"675281, COTTONWOOD CREEK HEALTHCARE COMMUNITY, 1111 W SHORE DR, RICHARDSON TX, 75080"
"675309, RETAMA MANOR NURSING CENTER/ALICE, 606 COYOTE TR, ALICE TX, 78332"
"675289, PINECREST NURSING & REHABILITATION CENTER, 3505 OLD JACKSONVILLE RD, TYLER TX, 75701"
"675293, LINDEN HEALTHCARE CENTER, 1201 W HOUSTON ST, LINDEN TX, 75563"
"675191, FORT WORTH MANOR, 4900 E BERRY, FORT WORTH TX, 76105"
"675371, RIVERVIEW NURSING AND REHABILITATION LP, 1102 RIVER RD, BOERNE TX, 78006"
"675229, WOODLAND MANOR NURSING AND REHABILITATION LP, 99 RIGBY OWEN RD, CONROE TX, 77304"
"675194, METROPLEX NURSING AND REHABILITATION LP, 658 SW 3RD ST, GRAND PRAIRIE TX, 75051"
"675289, PINECREST NURSING & REHABILITATION CENTER, 3505 OLD JACKSONVILLE RD, TYLER TX, 75701"
"675238, TRINITY TERRACE, 1600 TEXAS ST, FORT WORTH TX, 76102"
"675240, THE SPRINGS, 704 N TAYLOR RD, HUGHES SPRINGS TX, 75656"
"675396, RETAMA MANOR/LAREDO SOUTH, 1100 GALVESTON, LAREDO TX, 78040"
"675297, HOUSTON NURSING AND REHABILITATION LP, 4225 DENMARK, HOUSTON TX, 77016"
"675402, ROCKWALL NURSING CARE CENTER, 206 STORRS, ROCKWALL TX, 75087"
"675241, MAGNOLIA PLACE, 1307 MARTIN LUTHER KING DR, JEFFERSON TX, 75657"
"675366, MAGNIFIED NURSING AND REHABILITATION LP, 1115 ANDERSON, COLLEGE STATION TX, 77840"
"675182, BROWNFIELD REHABILITATION AND CARE CENTER, 510 S FIRST ST, BROWNFIELD TX, 79316"
"675363, RETAMA MANOR NURSING CENTER/WESLACO, 721 AIRPORT DR, WESLACO TX, 78596"
"675241, MAGNOLIA PLACE, 1307 MARTIN LUTHER KING DR, JEFFERSON TX, 75657"
"675305, PLEASANT VALLEY HEALTHCARE AND REHABILITATION CENT, 1525 PLEASANT VALLEY RD, GARLAND TX, 75040"
"675259, CISCO NURSING & REHABILITATION, 1404 FRONT ST, CISCO TX, 76437"
"675274, WILLIS NURSING AND REHABILITATION LP, 3000 N DANVILLE ST, WILLIS TX, 77378"
"675309, RETAMA MANOR NURSING CENTER/ALICE, 606 COYOTE TR, ALICE TX, 78332"
"675268, LAREDO MEDICAL CENTER, 1700 E SAUNDERS ST, LAREDO TX, 78044"
"675292, COTTONWOOD NURSING AND REHABILITATION LP, 2224 N CARROLL BLVD, DENTON TX, 76201"
"675271, SEVEN OAKS NURSING AND REHABILITATION LP, 901 SEVEN OAKS RD, BONHAM TX, 75418"
"675297, HOUSTON NURSING AND REHABILITATION LP, 4225 DENMARK, HOUSTON TX, 77016"
"675241, MAGNOLIA PLACE, 1307 MARTIN LUTHER KING DR, JEFFERSON TX, 75657"
"675183, TWIN OAKS HEALTH AND REHABILITATION CENTER, 1123 N BOLTON ST, JACKSONVILLE TX, 75766"
"675231, JACINTO CITY HEALTHCARE CENTER, 1405 HOLLAND, HOUSTON TX, 77029"
"675259, CISCO NURSING & REHABILITATION, 1404 FRONT ST, CISCO TX, 76437"
"675282, COUNTRY CLUB NURSING AND REHABILITATION LP, 9 MEDICAL DR, AMARILLO TX, 79106"
"675277, CARE INN OF LA GRANGE, 457 N MAIN ST, LA GRANGE TX, 78945"
"675292, COTTONWOOD NURSING AND REHABILITATION LP, 2224 N CARROLL BLVD, DENTON TX, 76201"
"675181, CARRIAGE HOUSE MANOR, 210 PIPELINE RD, SULPHUR SPRINGS TX, 75482"
"675282, COUNTRY CLUB NURSING AND REHABILITATION LP, 9 MEDICAL DR, AMARILLO TX, 79106"
"675321, FAITH MEMORIAL NURSING HOME, 811 GARNER RD, PASADENA TX, 77502"
"675222, SEABREEZE NURSING AND REHABILITATION LP, 6602 MEMORIAL DR, TEXAS CITY TX, 77590"
"675185, LONGMEADOW HEALTHCARE CENTER, 120 MEADOWVIEW DR, JUSTIN TX, 76247"
"675240, THE SPRINGS, 704 N TAYLOR RD, HUGHES SPRINGS TX, 75656"
"675305, PLEASANT VALLEY HEALTHCARE AND REHABILITATION CENT, 1525 PLEASANT VALLEY RD, GARLAND TX, 75040"
"675241, MAGNOLIA PLACE, 1307 MARTIN LUTHER KING DR, JEFFERSON TX, 75657"
"675214, THE RESORT AT TEXAS CITY, 1720 N LOGAN ST, TEXAS CITY TX, 77590"
"675373, CARRIZO SPRINGS NURSING AND REHABILITATION LP, 506 S 7TH ST, CARRIZO SPRINGS TX, 78834"
"675254, GULF HEALTH CARE CENTER IN GALVESTON, 3702 COVE VIEW BLVD, GALVESTON TX, 77554"
"675264, ATHENS HEALTHCARE AND REHABILITATION CENTER, 305 S PALESTINE ST, ATHENS TX, 75751"
"675185, LONGMEADOW HEALTHCARE CENTER, 120 MEADOWVIEW DR, JUSTIN TX, 76247"
"675222, SEABREEZE NURSING AND REHABILITATION LP, 6602 MEMORIAL DR, TEXAS CITY TX, 77590"
"675225, GREEN ACRES OF BAYTOWN, 2000 BEAUMONT ST, BAYTOWN TX, 77520"
"675370, THE METHODIST HOSPITAL SNF, 6565 FANNIN, HOUSTON TX, 77030"
"675374, IRVING NURSING AND REHABILITATION LP, 619 N BRITAIN RD, IRVING TX, 75061"
"675205, PRINCETON PLACE REHABILITATION & HEALTHCARE MEDICA, 7602 LOUIS PASTEUR ST, SAN ANTONIO TX, 78229"
"675226, STEVENS NURSING AND REHABILITATION CENTER OF HALLE, 106 KAHN ST, HALLETTSVILLE TX, 77964"
"675277, CARE INN OF LA GRANGE, 457 N MAIN ST, LA GRANGE TX, 78945"
"675282, COUNTRY CLUB NURSING AND REHABILITATION LP, 9 MEDICAL DR, AMARILLO TX, 79106"
"675311, FAIRVIEW HEALTHCARE RESIDENCE, 601 E REUNION ST, FAIRFIELD TX, 75840"
"675330, THE OAKS AT RADFORD HILLS, 725 MEDICAL DR, ABILENE TX, 79601"
"675234, CLUTE LTC PARTNERS, INC., 603 E PLANTATION RD, CLUTE TX, 77531"
"675706, BRENHAM REST HOME, 406 COTTONWOOD ST, BRENHAM TX, 77833"
