"676108, VIDOR HEALTH & REHABILITATION CENTER, 470 MOORE DR, VIDOR TX, 77662"
"676059, PARK MANOR OF WESTCHASE, 11910 RICHMOND AVE, HOUSTON TX, 77082"
"676109, CALDER WOODS, 7080 CALDER, BEAUMONT TX, 77706"
"676050, PARAMOUNT SENIOR CARE CENTERS AT PASADENA, 3434 WATTERS RD, PASADENA TX, 77504"
"676071, GROESBECK LTC PARTNERS INC, 607 PARKSIDE DR, GROESBECK TX, 76642"
"676080, TOWN HALL ESTATES ARLINGTON INC, 824 W MAYFIELD RD, ARLINGTON TX, 76015"
"676109, CALDER WOODS, 7080 CALDER, BEAUMONT TX, 77706"
"676114, RIVER HILLS HEALTH AND REHABILITATION CENTER, 2091 BANDERA HWY, KERRVILLE TX, 78028"
"676102, SENIOR CARE OF JACKSONVILLE, 810 BELAIRE STREET, JACKSONVILLE TX, 75766"
"676109, CALDER WOODS, 7080 CALDER, BEAUMONT TX, 77706"
"676084, WARM SPRINGS REHABILITATION HOSPITAL OF SAN ANTONI, 5101 MEDICAL DR, SAN ANTONIO TX, 78229"
"676107, CORPUS CHRISTI NURSING AND REHABILITATION CENTER, 2735 AIRLINE RD, CORPUS CHRISTI TX, 78414"
"676179, SENIOR CARE OF MIDLAND, 3000 MOCKINGBIRD LN, MIDLAND TX, 79705"
"676052, IMMANUEL'S HEALTHCARE, 4515 VILLAGE CREEK RD, FORT WORTH TX, 76119"
"676119, RIO GRANDE CITY NURSING AND REHABILITATION CENTER, 2530 CENTRAL PALM DR, RIO GRANDE CITY TX, 78582"
"676109, CALDER WOODS, 7080 CALDER, BEAUMONT TX, 77706"
"676068, WEST TEXAS LTC PARTNERS INC, 1915 GREENWOOD ST, SAN ANGELO TX, 76901"
"676087, CIMARRON PLACE HEALTH & REHABILITATION CENTER, 3801 CIMARRON, CORPUS CHRISTI TX, 78414"
"676071, GROESBECK LTC PARTNERS INC, 607 PARKSIDE DR, GROESBECK TX, 76642"
"676071, GROESBECK LTC PARTNERS INC, 607 PARKSIDE DR, GROESBECK TX, 76642"
"676103, WELLS LTC PARTNERS INC, 46 MAY STREET, WELLS TX, 75976"
"676112, CRESTVIEW COURT, 224 W PLEASANT RUN RD, CEDAR HILL TX, 75104"
"676047, TOWN HALL ESTATES KEENE INC, 207 S OLD BETSY RD, KEENE TX, 76051"
"676057, ASHTON PARKE CARE CENTER INC, 210 GULF FREEWAY, TEXAS CITY TX, 77591"
"676099, THE ARBOUR AT WESTMINSTER MANOR, 4200 JACKSON AVE, AUSTIN TX, 78731"
"676099, THE ARBOUR AT WESTMINSTER MANOR, 4200 JACKSON AVE, AUSTIN TX, 78731"
"676069, EDGEWOOD MANOR, 4925 ELIZABETH ST, TEXARKANA TX, 75503"
"676100, SENIOR CARE OF SAN ANGELO, 5455 KNICKERBOCKER RD, SAN ANGELO TX, 76904"
"676075, TRISTAR CARE CENTER INC, 619 W LIVE OAK RD, FREDERICKSBURG TX, 78624"
"676109, CALDER WOODS, 7080 CALDER, BEAUMONT TX, 77706"
"676093, RENAISSANCE VILLA, 700 DYER ST, ROCKDALE TX, 76567"
"676083, BROWNSVILLE NURSING AND REHABILITATION CENTER, 320 LORENALY DR, BROWNSVILLE TX, 78520"
"676093, RENAISSANCE VILLA, 700 DYER ST, ROCKDALE TX, 76567"
"676099, THE ARBOUR AT WESTMINSTER MANOR, 4200 JACKSON AVE, AUSTIN TX, 78731"
"676093, RENAISSANCE VILLA, 700 DYER ST, ROCKDALE TX, 76567"
"676105, THE PLAZA AT LUBBOCK, 4910 EMORY, LUBBOCK TX, 79416"
"676109, CALDER WOODS, 7080 CALDER, BEAUMONT TX, 77706"
"676100, SENIOR CARE OF SAN ANGELO, 5455 KNICKERBOCKER RD, SAN ANGELO TX, 76904"
"676109, CALDER WOODS, 7080 CALDER, BEAUMONT TX, 77706"
"676084, WARM SPRINGS REHABILITATION HOSPITAL OF SAN ANTONI, 5101 MEDICAL DR, SAN ANTONIO TX, 78229"
"676114, RIVER HILLS HEALTH AND REHABILITATION CENTER, 2091 BANDERA HWY, KERRVILLE TX, 78028"
"676102, SENIOR CARE OF JACKSONVILLE, 810 BELAIRE STREET, JACKSONVILLE TX, 75766"
"676066, THE CONCIERGE, 2310 SOUTH ELDRIDGE PARKWAY, HOUSTON TX, 77077"
"676109, CALDER WOODS, 7080 CALDER, BEAUMONT TX, 77706"
"676092, BONNER STREET PLAZA HEALTHCARE & REHABILITATION, 421 S BONNER, JACKSONVILLE TX, 75766"
"676103, WELLS LTC PARTNERS INC, 46 MAY STREET, WELLS TX, 75976"
"676063, ALFREDO GONZALEZ TEXAS STATE VETERANS HOME, 301 E YUMA AVE, MCALLEN TX, 78503"
"676102, SENIOR CARE OF JACKSONVILLE, 810 BELAIRE STREET, JACKSONVILLE TX, 75766"
"676104, KINDRED TRANSITIONAL CARE AND REHABILITATION-GRAPE, 1005 IRA E. WOODS PARKWAY, GRAPEVINE TX, 76051"
"676102, SENIOR CARE OF JACKSONVILLE, 810 BELAIRE STREET, JACKSONVILLE TX, 75766"
"676121, SILVER TREE NURSING AND REHABILITATION CENTER, 930 ROY RICHARD DR, SCHERTZ TX, 78154"
"676109, CALDER WOODS, 7080 CALDER, BEAUMONT TX, 77706"
"676047, TOWN HALL ESTATES KEENE INC, 207 S OLD BETSY RD, KEENE TX, 76051"
"676059, PARK MANOR OF WESTCHASE, 11910 RICHMOND AVE, HOUSTON TX, 77082"
"676057, ASHTON PARKE CARE CENTER INC, 210 GULF FREEWAY, TEXAS CITY TX, 77591"
"676055, SHADY ACRES HEALTH AND REHABILITATION CENTER, 405 SHADY ACRES LANE, NEWTON TX, 75966"
"676111, THE BUCKINGHAM, 8530 WOODWAY DRIVE, HOUSTON TX, 77063"
"676066, THE CONCIERGE, 2310 SOUTH ELDRIDGE PARKWAY, HOUSTON TX, 77077"
"676059, PARK MANOR OF WESTCHASE, 11910 RICHMOND AVE, HOUSTON TX, 77082"
"676068, WEST TEXAS LTC PARTNERS INC, 1915 GREENWOOD ST, SAN ANGELO TX, 76901"
"676072, CORRIGAN LTC PARTNERS INC, 300 HYDE ST, CORRIGAN TX, 75939"
"676083, BROWNSVILLE NURSING AND REHABILITATION CENTER, 320 LORENALY DR, BROWNSVILLE TX, 78520"
"676086, GOLDTHWAITE HEALTH & REHAB CENTER, 1207 S REYNOLDS ST, GOLDTHWAITE TX, 76844"
"676122, OAK GROVE NURSING HOME, 6230 WARREN ST, GROVES TX, 77619"
"676057, ASHTON PARKE CARE CENTER INC, 210 GULF FREEWAY, TEXAS CITY TX, 77591"
"676109, CALDER WOODS, 7080 CALDER, BEAUMONT TX, 77706"
"676112, CRESTVIEW COURT, 224 W PLEASANT RUN RD, CEDAR HILL TX, 75104"
"676111, THE BUCKINGHAM, 8530 WOODWAY DRIVE, HOUSTON TX, 77063"
"676068, WEST TEXAS LTC PARTNERS INC, 1915 GREENWOOD ST, SAN ANGELO TX, 76901"
"676089, WINNIE L LTC PARTNERS INC, 2104 N KARNES, CAMERON TX, 76520"
"676084, WARM SPRINGS REHABILITATION HOSPITAL OF SAN ANTONI, 5101 MEDICAL DR, SAN ANTONIO TX, 78229"
"676090, WESLEY COURT HEALTH CENTER, 2617 ANTILLEY ROAD, ABILENE TX, 79606"
"676059, PARK MANOR OF WESTCHASE, 11910 RICHMOND AVE, HOUSTON TX, 77082"
"676108, VIDOR HEALTH & REHABILITATION CENTER, 470 MOORE DR, VIDOR TX, 77662"
"676089, WINNIE L LTC PARTNERS INC, 2104 N KARNES, CAMERON TX, 76520"
"676119, RIO GRANDE CITY NURSING AND REHABILITATION CENTER, 2530 CENTRAL PALM DR, RIO GRANDE CITY TX, 78582"
"676055, SHADY ACRES HEALTH AND REHABILITATION CENTER, 405 SHADY ACRES LANE, NEWTON TX, 75966"
"676089, WINNIE L LTC PARTNERS INC, 2104 N KARNES, CAMERON TX, 76520"
"676084, WARM SPRINGS REHABILITATION HOSPITAL OF SAN ANTONI, 5101 MEDICAL DR, SAN ANTONIO TX, 78229"
"676064, SPANISH MEADOWS NURSING & REHAB, 1480 KATY FLEWELLEN, KATY TX, 77494"
"676090, WESLEY COURT HEALTH CENTER, 2617 ANTILLEY ROAD, ABILENE TX, 79606"
"676095, SENIOR CARE OF WEST OAKS, 3200 W. SLAUGHTER LANE, AUSTIN TX, 78748"
"676155, THE COURTYARDS AT PASADENA, 4048 RED BLUFF ROAD, PASADENA TX, 77503"
"676049, LEGEND HEALTHCARE AND REHABILITATION - PARIS, 520 SE 8TH ST, PARIS TX, 75460"
"676119, RIO GRANDE CITY NURSING AND REHABILITATION CENTER, 2530 CENTRAL PALM DR, RIO GRANDE CITY TX, 78582"
"676050, PARAMOUNT SENIOR CARE CENTERS AT PASADENA, 3434 WATTERS RD, PASADENA TX, 77504"
"676100, SENIOR CARE OF SAN ANGELO, 5455 KNICKERBOCKER RD, SAN ANGELO TX, 76904"
"676116, SENIOR CARE OF WESTWOOD, 8702 S COURSE DR, HOUSTON TX, 77099"
"676069, EDGEWOOD MANOR, 4925 ELIZABETH ST, TEXARKANA TX, 75503"
"676097, GOLDEN CREEK HEALTHCARE AND REHABILITATION CENTER, 2100 DOVE CROSSING LN, NAVASOTA TX, 77868"
"676098, THE PLAZA AT RICHARDSON, 1301 RICHARDSON DR, RICHARDSON TX, 75080"
"676083, BROWNSVILLE NURSING AND REHABILITATION CENTER, 320 LORENALY DR, BROWNSVILLE TX, 78520"
"676103, WELLS LTC PARTNERS INC, 46 MAY STREET, WELLS TX, 75976"
"676055, SHADY ACRES HEALTH AND REHABILITATION CENTER, 405 SHADY ACRES LANE, NEWTON TX, 75966"
"676188, MILLBROOK HEALTHCARE AND REHABILITATION CENTER, 1850 W PLEASANT RUN RD, LANCASTER TX, 75146"
"676067, MIRA VISTA COURT, 7021 BRYANT IRVIN RD, FORT WORTH TX, 76132"
"676055, SHADY ACRES HEALTH AND REHABILITATION CENTER, 405 SHADY ACRES LANE, NEWTON TX, 75966"
"676148, PEACH TREE PLACE, 315 W ANDERSON ST, WEATHERFORD TX, 76086"
"676109, CALDER WOODS, 7080 CALDER, BEAUMONT TX, 77706"
"676053, MERKEL NURSING CENTER, 1704 N 1ST, MERKEL TX, 79536"
"676112, CRESTVIEW COURT, 224 W PLEASANT RUN RD, CEDAR HILL TX, 75104"
"676084, WARM SPRINGS REHABILITATION HOSPITAL OF SAN ANTONI, 5101 MEDICAL DR, SAN ANTONIO TX, 78229"
"676108, VIDOR HEALTH & REHABILITATION CENTER, 470 MOORE DR, VIDOR TX, 77662"
"676109, CALDER WOODS, 7080 CALDER, BEAUMONT TX, 77706"
"676109, CALDER WOODS, 7080 CALDER, BEAUMONT TX, 77706"
"676109, CALDER WOODS, 7080 CALDER, BEAUMONT TX, 77706"
"676105, THE PLAZA AT LUBBOCK, 4910 EMORY, LUBBOCK TX, 79416"
"676103, WELLS LTC PARTNERS INC, 46 MAY STREET, WELLS TX, 75976"
"676071, GROESBECK LTC PARTNERS INC, 607 PARKSIDE DR, GROESBECK TX, 76642"
"676112, CRESTVIEW COURT, 224 W PLEASANT RUN RD, CEDAR HILL TX, 75104"
"676101, KINDRED TRANSITIONAL CARE AND REHABILITATION-RIDGM, 6600 LANDS END COURT, FORT WORTH TX, 76116"
"676052, IMMANUEL'S HEALTHCARE, 4515 VILLAGE CREEK RD, FORT WORTH TX, 76119"
"676133, MAVERICK NURSING AND REHABILITATION CENTER, 3106 BOB ROGERS DR, EAGLE PASS TX, 78852"
"676067, MIRA VISTA COURT, 7021 BRYANT IRVIN RD, FORT WORTH TX, 76132"
"676109, CALDER WOODS, 7080 CALDER, BEAUMONT TX, 77706"
"676166, COLONIAL BELLE NURSING HOME SEALY, 1401 EAGLE LAKE ROAD, SEALY TX, 77474"
"676131, THE SUMMIT AT LAKEWAY HEALTHCARE CENTER, 1917 LOHMANS CROSSING RD, LAKEWAY TX, 78734"
"676109, CALDER WOODS, 7080 CALDER, BEAUMONT TX, 77706"
"676114, RIVER HILLS HEALTH AND REHABILITATION CENTER, 2091 BANDERA HWY, KERRVILLE TX, 78028"
"676069, EDGEWOOD MANOR, 4925 ELIZABETH ST, TEXARKANA TX, 75503"
"676057, ASHTON PARKE CARE CENTER INC, 210 GULF FREEWAY, TEXAS CITY TX, 77591"
"676069, EDGEWOOD MANOR, 4925 ELIZABETH ST, TEXARKANA TX, 75503"
"676084, WARM SPRINGS REHABILITATION HOSPITAL OF SAN ANTONI, 5101 MEDICAL DR, SAN ANTONIO TX, 78229"
"676095, SENIOR CARE OF WEST OAKS, 3200 W. SLAUGHTER LANE, AUSTIN TX, 78748"
"676063, ALFREDO GONZALEZ TEXAS STATE VETERANS HOME, 301 E YUMA AVE, MCALLEN TX, 78503"
"676084, WARM SPRINGS REHABILITATION HOSPITAL OF SAN ANTONI, 5101 MEDICAL DR, SAN ANTONIO TX, 78229"
"676085, THE ARBORS, 1910 MEDI PARK DR, AMARILLO TX, 79106"
"676109, CALDER WOODS, 7080 CALDER, BEAUMONT TX, 77706"
"676063, ALFREDO GONZALEZ TEXAS STATE VETERANS HOME, 301 E YUMA AVE, MCALLEN TX, 78503"
"676085, THE ARBORS, 1910 MEDI PARK DR, AMARILLO TX, 79106"
"676096, BAYBROOKE VILLAGE CARE AND REHAB CENTER, 8300 ELDORADO PKWY WEST, MCKINNEY TX, 75070"
"676156, PRESTONWOOD REHABILITATION & NURSING CENTER INC, 2460 MARSH LN, PLANO TX, 75093"
"676071, GROESBECK LTC PARTNERS INC, 607 PARKSIDE DR, GROESBECK TX, 76642"
"676179, SENIOR CARE OF MIDLAND, 3000 MOCKINGBIRD LN, MIDLAND TX, 79705"
"676060, AMBROSIO GUILLEN TEXAS STATE VETERANS HOME, 9650 KENWORTHY ST, EL PASO TX, 79924"
"676179, SENIOR CARE OF MIDLAND, 3000 MOCKINGBIRD LN, MIDLAND TX, 79705"
"676072, CORRIGAN LTC PARTNERS INC, 300 HYDE ST, CORRIGAN TX, 75939"
"676184, PROVIDENCE PARK REHABILITATION AND SKILLED NURSING, 5505 NEW COPELAND RD, TYLER TX, 75703"
"676112, CRESTVIEW COURT, 224 W PLEASANT RUN RD, CEDAR HILL TX, 75104"
"676098, THE PLAZA AT RICHARDSON, 1301 RICHARDSON DR, RICHARDSON TX, 75080"
"676063, ALFREDO GONZALEZ TEXAS STATE VETERANS HOME, 301 E YUMA AVE, MCALLEN TX, 78503"
"676121, SILVER TREE NURSING AND REHABILITATION CENTER, 930 ROY RICHARD DR, SCHERTZ TX, 78154"
"676092, BONNER STREET PLAZA HEALTHCARE & REHABILITATION, 421 S BONNER, JACKSONVILLE TX, 75766"
"676096, BAYBROOKE VILLAGE CARE AND REHAB CENTER, 8300 ELDORADO PKWY WEST, MCKINNEY TX, 75070"
"676092, BONNER STREET PLAZA HEALTHCARE & REHABILITATION, 421 S BONNER, JACKSONVILLE TX, 75766"
"676111, THE BUCKINGHAM, 8530 WOODWAY DRIVE, HOUSTON TX, 77063"
"676050, PARAMOUNT SENIOR CARE CENTERS AT PASADENA, 3434 WATTERS RD, PASADENA TX, 77504"
"676114, RIVER HILLS HEALTH AND REHABILITATION CENTER, 2091 BANDERA HWY, KERRVILLE TX, 78028"
"676109, CALDER WOODS, 7080 CALDER, BEAUMONT TX, 77706"
"676068, WEST TEXAS LTC PARTNERS INC, 1915 GREENWOOD ST, SAN ANGELO TX, 76901"
"676166, COLONIAL BELLE NURSING HOME SEALY, 1401 EAGLE LAKE ROAD, SEALY TX, 77474"
"676055, SHADY ACRES HEALTH AND REHABILITATION CENTER, 405 SHADY ACRES LANE, NEWTON TX, 75966"
"676060, AMBROSIO GUILLEN TEXAS STATE VETERANS HOME, 9650 KENWORTHY ST, EL PASO TX, 79924"
"676111, THE BUCKINGHAM, 8530 WOODWAY DRIVE, HOUSTON TX, 77063"
"676109, CALDER WOODS, 7080 CALDER, BEAUMONT TX, 77706"
"676072, CORRIGAN LTC PARTNERS INC, 300 HYDE ST, CORRIGAN TX, 75939"
"676099, THE ARBOUR AT WESTMINSTER MANOR, 4200 JACKSON AVE, AUSTIN TX, 78731"
"676089, WINNIE L LTC PARTNERS INC, 2104 N KARNES, CAMERON TX, 76520"
"676092, BONNER STREET PLAZA HEALTHCARE & REHABILITATION, 421 S BONNER, JACKSONVILLE TX, 75766"
"676093, RENAISSANCE VILLA, 700 DYER ST, ROCKDALE TX, 76567"
"676116, SENIOR CARE OF WESTWOOD, 8702 S COURSE DR, HOUSTON TX, 77099"
"676084, WARM SPRINGS REHABILITATION HOSPITAL OF SAN ANTONI, 5101 MEDICAL DR, SAN ANTONIO TX, 78229"
"676085, THE ARBORS, 1910 MEDI PARK DR, AMARILLO TX, 79106"
"676085, THE ARBORS, 1910 MEDI PARK DR, AMARILLO TX, 79106"
"676059, PARK MANOR OF WESTCHASE, 11910 RICHMOND AVE, HOUSTON TX, 77082"
"676085, THE ARBORS, 1910 MEDI PARK DR, AMARILLO TX, 79106"
"676098, THE PLAZA AT RICHARDSON, 1301 RICHARDSON DR, RICHARDSON TX, 75080"
"676121, SILVER TREE NURSING AND REHABILITATION CENTER, 930 ROY RICHARD DR, SCHERTZ TX, 78154"
"676071, GROESBECK LTC PARTNERS INC, 607 PARKSIDE DR, GROESBECK TX, 76642"
"676095, SENIOR CARE OF WEST OAKS, 3200 W. SLAUGHTER LANE, AUSTIN TX, 78748"
"676080, TOWN HALL ESTATES ARLINGTON INC, 824 W MAYFIELD RD, ARLINGTON TX, 76015"
"676099, THE ARBOUR AT WESTMINSTER MANOR, 4200 JACKSON AVE, AUSTIN TX, 78731"
"676111, THE BUCKINGHAM, 8530 WOODWAY DRIVE, HOUSTON TX, 77063"
"676067, MIRA VISTA COURT, 7021 BRYANT IRVIN RD, FORT WORTH TX, 76132"
"676100, SENIOR CARE OF SAN ANGELO, 5455 KNICKERBOCKER RD, SAN ANGELO TX, 76904"
"676175, PERMIAN RESIDENTIAL CARE CENTER, 1601 NE MUSTANG, ANDREWS TX, 79714"
"676092, BONNER STREET PLAZA HEALTHCARE & REHABILITATION, 421 S BONNER, JACKSONVILLE TX, 75766"
"676083, BROWNSVILLE NURSING AND REHABILITATION CENTER, 320 LORENALY DR, BROWNSVILLE TX, 78520"
"676102, SENIOR CARE OF JACKSONVILLE, 810 BELAIRE STREET, JACKSONVILLE TX, 75766"
"676069, EDGEWOOD MANOR, 4925 ELIZABETH ST, TEXARKANA TX, 75503"
"676109, CALDER WOODS, 7080 CALDER, BEAUMONT TX, 77706"
"676095, SENIOR CARE OF WEST OAKS, 3200 W. SLAUGHTER LANE, AUSTIN TX, 78748"
"676105, THE PLAZA AT LUBBOCK, 4910 EMORY, LUBBOCK TX, 79416"
"676066, THE CONCIERGE, 2310 SOUTH ELDRIDGE PARKWAY, HOUSTON TX, 77077"
"676083, BROWNSVILLE NURSING AND REHABILITATION CENTER, 320 LORENALY DR, BROWNSVILLE TX, 78520"
