"675862, PARK BEND SN HEALTH CENTER, 2122 PARK BEND DR, AUSTIN TX, 78758"
"675959, SONGBIRD LODGE, 2500 SONGBIRD CIR, BROWNWOOD TX, 76801"
"675907, TRINITY NURSING AND REHABILITATION OF DIBOLL LP, 900 S TEMPLE DR, DIBOLL TX, 75941"
"675969, SETTLERS RIDGE CARE CENTER, 1280 SETTLERS RIDGE RD, CELINA TX, 75009"
"675942, TOWERS NURSING HOME, 907 GARWOOD, SMITHVILLE TX, 78957"
"675959, SONGBIRD LODGE, 2500 SONGBIRD CIR, BROWNWOOD TX, 76801"
"675923, MARBRIDGE VILLA, 2504 BLISS SPILLAR ROAD, MANCHACA TX, 78652"
"675944, OAK RIDGE MANOR, 2501 MORRIS SHEPPARD DR, BROWNWOOD TX, 76801"
"675928, SIENNA NURSING AND REHABILITATION LP, 2510 W 8TH STREET, ODESSA TX, 79763"
"675945, WELLINGTON CARE CENTER, 1506 CHILDRESS ST, WELLINGTON TX, 79095"
"675903, MEXIA LTC NURSING AND REHABILITATION, 601 TERRACE LN, MEXIA TX, 76667"
"675942, TOWERS NURSING HOME, 907 GARWOOD, SMITHVILLE TX, 78957"
"675944, OAK RIDGE MANOR, 2501 MORRIS SHEPPARD DR, BROWNWOOD TX, 76801"
"675937, SAGEBROOK SN HEALTH CENTER, 901 DISCOVERY BLVD, CEDAR PARK TX, 78613"
"675909, INDIAN OAKS LIVING CENTER, 415 INDIAN OAKS DR, HARKER HEIGHTS TX, 76548"
"675916, ARLINGTON VILLA RETIREMENT COMMUNITY, 2601 W RANDOL MILL RD, ARLINGTON TX, 76012"
"675952, JULIETTE FOWLER COMMUNITIES, 1260 ABRAMS RD, DALLAS TX, 75214"
"675904, WINDFLOWER HEALTH CENTER, 5500 SW 9TH AVE, AMARILLO TX, 79106"
"675930, ARBROOK PLAZA, 401 W ARBROOK BLVD, ARLINGTON TX, 76014"
"675930, ARBROOK PLAZA, 401 W ARBROOK BLVD, ARLINGTON TX, 76014"
"675959, SONGBIRD LODGE, 2500 SONGBIRD CIR, BROWNWOOD TX, 76801"
"675944, OAK RIDGE MANOR, 2501 MORRIS SHEPPARD DR, BROWNWOOD TX, 76801"
"675901, CAMBRIDGE HEALTH AND REHABILITATION CENTER, 1106 GOLFVIEW, RICHMOND TX, 77469"
"675901, CAMBRIDGE HEALTH AND REHABILITATION CENTER, 1106 GOLFVIEW, RICHMOND TX, 77469"
"675930, ARBROOK PLAZA, 401 W ARBROOK BLVD, ARLINGTON TX, 76014"
"675909, INDIAN OAKS LIVING CENTER, 415 INDIAN OAKS DR, HARKER HEIGHTS TX, 76548"
"675963, NORTH POINTE NURSING AND REHABILITATION LP, 7804 VIRGIL ANTHONY BLVD, WATAUGA TX, 76148"
"675956, WINDSOR NURSING AND REHABILITATION CENTER OF DUVAL, 5301 W DUVAL RD, AUSTIN TX, 78727"
"675907, TRINITY NURSING AND REHABILITATION OF DIBOLL LP, 900 S TEMPLE DR, DIBOLL TX, 75941"
"675942, TOWERS NURSING HOME, 907 GARWOOD, SMITHVILLE TX, 78957"
"675946, SENIOR CARE OF MARLANDWOOD EAST, 1511 MARLANDWOOD RD, TEMPLE TX, 76502"
"675966, THE VILLA AT TEXARKANA, 4920 ELIZABETH ST, TEXARKANA TX, 75503"
"675934, LA DORA NURSING AND REHABILITATION CENTER, 1960 BEDFORD RD, BEDFORD TX, 76021"
"675979, CRESTVIEW RETIREMENT COMMUNITY, 2505 E VILLA MARIA RD, BRYAN TX, 77802"
"675942, TOWERS NURSING HOME, 907 GARWOOD, SMITHVILLE TX, 78957"
"675910, HOGAN PARK NURSING & REHABILITATION, 3203 SAGE ST, MIDLAND TX, 79705"
"675920, SNYDER HEALTHCARE CENTER, 5311 BIG SPRING HWY, SNYDER TX, 79549"
"675960, CASTLE PINES HEALTH AND REHABILITATION, 2414 W FRANK AVE, LUFKIN TX, 75904"
"675975, VILLAGE CREEK REHABILITATION AND NURSING CENTER, 705 N MAIN ST, LUMBERTON TX, 77657"
"675922, PARKVIEW MANOR NURSING AND REHABILITATION, 206 N SMITH ST, WEIMAR TX, 78962"
"675959, SONGBIRD LODGE, 2500 SONGBIRD CIR, BROWNWOOD TX, 76801"
"675960, CASTLE PINES HEALTH AND REHABILITATION, 2414 W FRANK AVE, LUFKIN TX, 75904"
"675952, JULIETTE FOWLER COMMUNITIES, 1260 ABRAMS RD, DALLAS TX, 75214"
"675959, SONGBIRD LODGE, 2500 SONGBIRD CIR, BROWNWOOD TX, 76801"
"675971, COLONIAL CARE CENTER, 507 WEST AVE, SCHULENBURG TX, 78956"
"675910, HOGAN PARK NURSING & REHABILITATION, 3203 SAGE ST, MIDLAND TX, 79705"
"675970, MEMPHIS CONVALESCENT CENTER, 1415 N 18TH ST, MEMPHIS TX, 79245"
"675949, MSHC THE WATERTON AT COWHORN CREEK LLC, 5524 COWHORN CREEK, TEXARKANA TX, 75503"
"675952, JULIETTE FOWLER COMMUNITIES, 1260 ABRAMS RD, DALLAS TX, 75214"
"675918, GRACY WOODS NURSING CENTER, 12021 METRIC BLVD, AUSTIN TX, 78758"
"676030, SHADY OAK NURSING AND REHABILITATION, 101 S LANCASTER, MOULTON TX, 77975"
"675922, PARKVIEW MANOR NURSING AND REHABILITATION, 206 N SMITH ST, WEIMAR TX, 78962"
"675920, SNYDER HEALTHCARE CENTER, 5311 BIG SPRING HWY, SNYDER TX, 79549"
"676039, WINTERS PARK NURSING AND REHABILITATION CENTER, 3737 N GARLAND AVENUE, GARLAND TX, 75044"
"675937, SAGEBROOK SN HEALTH CENTER, 901 DISCOVERY BLVD, CEDAR PARK TX, 78613"
"675959, SONGBIRD LODGE, 2500 SONGBIRD CIR, BROWNWOOD TX, 76801"
"675937, SAGEBROOK SN HEALTH CENTER, 901 DISCOVERY BLVD, CEDAR PARK TX, 78613"
"675924, REGENT CARE CENTER OF WOODWAY, 7801 WOODWAY DR, WACO TX, 76712"
"675930, ARBROOK PLAZA, 401 W ARBROOK BLVD, ARLINGTON TX, 76014"
"675972, CARROLLTON HEALTH AND REHABILITATION CENTER, 1618 KIRBY RD, CARROLLTON TX, 75006"
"675938, SHINER NURSING AND REHABILITATION CENTER INC, 1213 N AVE B, SHINER TX, 77984"
"675928, SIENNA NURSING AND REHABILITATION LP, 2510 W 8TH STREET, ODESSA TX, 79763"
"675952, JULIETTE FOWLER COMMUNITIES, 1260 ABRAMS RD, DALLAS TX, 75214"
"675900, AVALON PLACE TRINITY, 808 S ROBB, TRINITY TX, 75862"
"675902, PILOT POINT CARE CENTER, 208 N PRAIRIE ST, PILOT POINT TX, 76258"
"675938, SHINER NURSING AND REHABILITATION CENTER INC, 1213 N AVE B, SHINER TX, 77984"
"676044, MAGNOLIA LIVING AND REHABILITATION, 1105 N MAGNOLIA, LULING TX, 78648"
"675906, BENBROOK NURSING & REHABILITATION CENTER, 1000 MCKINLEY ST, BENBROOK TX, 76126"
"675952, JULIETTE FOWLER COMMUNITIES, 1260 ABRAMS RD, DALLAS TX, 75214"
"675959, SONGBIRD LODGE, 2500 SONGBIRD CIR, BROWNWOOD TX, 76801"
"675929, CEDAR CREEK NURSING AND REHABILITATION CENTER, 159 MONTAGUE AVE, BANDERA TX, 78003"
"676030, SHADY OAK NURSING AND REHABILITATION, 101 S LANCASTER, MOULTON TX, 77975"
"675996, COLUMBUS OAKS HEALTHCARE COMMUNITY, 300 NORTH ST, COLUMBUS TX, 78934"
"675907, TRINITY NURSING AND REHABILITATION OF DIBOLL LP, 900 S TEMPLE DR, DIBOLL TX, 75941"
"675952, JULIETTE FOWLER COMMUNITIES, 1260 ABRAMS RD, DALLAS TX, 75214"
"676030, SHADY OAK NURSING AND REHABILITATION, 101 S LANCASTER, MOULTON TX, 77975"
"675945, WELLINGTON CARE CENTER, 1506 CHILDRESS ST, WELLINGTON TX, 79095"
"675972, CARROLLTON HEALTH AND REHABILITATION CENTER, 1618 KIRBY RD, CARROLLTON TX, 75006"
"676003, AZLE MANOR HEALTH CARE AND REHABILITATION, 721 DUNAWAY LN, AZLE TX, 76020"
"675972, CARROLLTON HEALTH AND REHABILITATION CENTER, 1618 KIRBY RD, CARROLLTON TX, 75006"
"675952, JULIETTE FOWLER COMMUNITIES, 1260 ABRAMS RD, DALLAS TX, 75214"
"675996, COLUMBUS OAKS HEALTHCARE COMMUNITY, 300 NORTH ST, COLUMBUS TX, 78934"
"675945, WELLINGTON CARE CENTER, 1506 CHILDRESS ST, WELLINGTON TX, 79095"
"675938, SHINER NURSING AND REHABILITATION CENTER INC, 1213 N AVE B, SHINER TX, 77984"
"675903, MEXIA LTC NURSING AND REHABILITATION, 601 TERRACE LN, MEXIA TX, 76667"
"675911, GRANGER VILLA, 800 N COMMERCE ST, GRANGER TX, 76530"
"675996, COLUMBUS OAKS HEALTHCARE COMMUNITY, 300 NORTH ST, COLUMBUS TX, 78934"
"675963, NORTH POINTE NURSING AND REHABILITATION LP, 7804 VIRGIL ANTHONY BLVD, WATAUGA TX, 76148"
"675952, JULIETTE FOWLER COMMUNITIES, 1260 ABRAMS RD, DALLAS TX, 75214"
"675938, SHINER NURSING AND REHABILITATION CENTER INC, 1213 N AVE B, SHINER TX, 77984"
"675916, ARLINGTON VILLA RETIREMENT COMMUNITY, 2601 W RANDOL MILL RD, ARLINGTON TX, 76012"
"675948, PARK PLACE MANOR INC, 810 E 13TH AVE, BELTON TX, 76513"
"675972, CARROLLTON HEALTH AND REHABILITATION CENTER, 1618 KIRBY RD, CARROLLTON TX, 75006"
"675944, OAK RIDGE MANOR, 2501 MORRIS SHEPPARD DR, BROWNWOOD TX, 76801"
"675956, WINDSOR NURSING AND REHABILITATION CENTER OF DUVAL, 5301 W DUVAL RD, AUSTIN TX, 78727"
"675952, JULIETTE FOWLER COMMUNITIES, 1260 ABRAMS RD, DALLAS TX, 75214"
"675970, MEMPHIS CONVALESCENT CENTER, 1415 N 18TH ST, MEMPHIS TX, 79245"
"675959, SONGBIRD LODGE, 2500 SONGBIRD CIR, BROWNWOOD TX, 76801"
"676011, MAGNOLIA PLACE HEALTH CARE LLP, 1620 MAGNOLIA, LIBERTY TX, 77575"
"675954, SENIOR VILLAGE NURSING HOME, 3101 S. MAIN ST, PERRYTON TX, 79070"
"675973, MCLEAN CARE CENTER, 605 W SEVENTH ST, MCLEAN TX, 79057"
"675933, LA HACIENDA HEALTHCARE, 2204 PEASE ST, HARLINGEN TX, 78550"
"675922, PARKVIEW MANOR NURSING AND REHABILITATION, 206 N SMITH ST, WEIMAR TX, 78962"
"675922, PARKVIEW MANOR NURSING AND REHABILITATION, 206 N SMITH ST, WEIMAR TX, 78962"
"675956, WINDSOR NURSING AND REHABILITATION CENTER OF DUVAL, 5301 W DUVAL RD, AUSTIN TX, 78727"
"675970, MEMPHIS CONVALESCENT CENTER, 1415 N 18TH ST, MEMPHIS TX, 79245"
"675938, SHINER NURSING AND REHABILITATION CENTER INC, 1213 N AVE B, SHINER TX, 77984"
"675909, INDIAN OAKS LIVING CENTER, 415 INDIAN OAKS DR, HARKER HEIGHTS TX, 76548"
"675979, CRESTVIEW RETIREMENT COMMUNITY, 2505 E VILLA MARIA RD, BRYAN TX, 77802"
"675962, SOUTHLAND REHABILITATION AND HEALTHCARE CENTER, 501 N MEDFORD DR, LUFKIN TX, 75901"
"675920, SNYDER HEALTHCARE CENTER, 5311 BIG SPRING HWY, SNYDER TX, 79549"
"675945, WELLINGTON CARE CENTER, 1506 CHILDRESS ST, WELLINGTON TX, 79095"
"675959, SONGBIRD LODGE, 2500 SONGBIRD CIR, BROWNWOOD TX, 76801"
"675959, SONGBIRD LODGE, 2500 SONGBIRD CIR, BROWNWOOD TX, 76801"
"675958, CHRISTIAN CARE CENTER, 1008 CITIZENS TRAIL, TEXARKANA TX, 75501"
"675958, CHRISTIAN CARE CENTER, 1008 CITIZENS TRAIL, TEXARKANA TX, 75501"
"675902, PILOT POINT CARE CENTER, 208 N PRAIRIE ST, PILOT POINT TX, 76258"
"675963, NORTH POINTE NURSING AND REHABILITATION LP, 7804 VIRGIL ANTHONY BLVD, WATAUGA TX, 76148"
"675903, MEXIA LTC NURSING AND REHABILITATION, 601 TERRACE LN, MEXIA TX, 76667"
"675972, CARROLLTON HEALTH AND REHABILITATION CENTER, 1618 KIRBY RD, CARROLLTON TX, 75006"
"675929, CEDAR CREEK NURSING AND REHABILITATION CENTER, 159 MONTAGUE AVE, BANDERA TX, 78003"
"675954, SENIOR VILLAGE NURSING HOME, 3101 S. MAIN ST, PERRYTON TX, 79070"
"675942, TOWERS NURSING HOME, 907 GARWOOD, SMITHVILLE TX, 78957"
"675942, TOWERS NURSING HOME, 907 GARWOOD, SMITHVILLE TX, 78957"
"675956, WINDSOR NURSING AND REHABILITATION CENTER OF DUVAL, 5301 W DUVAL RD, AUSTIN TX, 78727"
"675996, COLUMBUS OAKS HEALTHCARE COMMUNITY, 300 NORTH ST, COLUMBUS TX, 78934"
"675942, TOWERS NURSING HOME, 907 GARWOOD, SMITHVILLE TX, 78957"
"675972, CARROLLTON HEALTH AND REHABILITATION CENTER, 1618 KIRBY RD, CARROLLTON TX, 75006"
"675924, REGENT CARE CENTER OF WOODWAY, 7801 WOODWAY DR, WACO TX, 76712"
"675929, CEDAR CREEK NURSING AND REHABILITATION CENTER, 159 MONTAGUE AVE, BANDERA TX, 78003"
"675969, SETTLERS RIDGE CARE CENTER, 1280 SETTLERS RIDGE RD, CELINA TX, 75009"
"675959, SONGBIRD LODGE, 2500 SONGBIRD CIR, BROWNWOOD TX, 76801"
"675903, MEXIA LTC NURSING AND REHABILITATION, 601 TERRACE LN, MEXIA TX, 76667"
"675946, SENIOR CARE OF MARLANDWOOD EAST, 1511 MARLANDWOOD RD, TEMPLE TX, 76502"
"675903, MEXIA LTC NURSING AND REHABILITATION, 601 TERRACE LN, MEXIA TX, 76667"
"675903, MEXIA LTC NURSING AND REHABILITATION, 601 TERRACE LN, MEXIA TX, 76667"
"675948, PARK PLACE MANOR INC, 810 E 13TH AVE, BELTON TX, 76513"
"675930, ARBROOK PLAZA, 401 W ARBROOK BLVD, ARLINGTON TX, 76014"
"675933, LA HACIENDA HEALTHCARE, 2204 PEASE ST, HARLINGEN TX, 78550"
"675948, PARK PLACE MANOR INC, 810 E 13TH AVE, BELTON TX, 76513"
"675952, JULIETTE FOWLER COMMUNITIES, 1260 ABRAMS RD, DALLAS TX, 75214"
"675967, NORTHGATE PLAZA NURSING & REHABILITATION CENTER, 2101 NORTHGATE DR, IRVING TX, 75062"
"675963, NORTH POINTE NURSING AND REHABILITATION LP, 7804 VIRGIL ANTHONY BLVD, WATAUGA TX, 76148"
"675930, ARBROOK PLAZA, 401 W ARBROOK BLVD, ARLINGTON TX, 76014"
"675958, CHRISTIAN CARE CENTER, 1008 CITIZENS TRAIL, TEXARKANA TX, 75501"
"675937, SAGEBROOK SN HEALTH CENTER, 901 DISCOVERY BLVD, CEDAR PARK TX, 78613"
"675909, INDIAN OAKS LIVING CENTER, 415 INDIAN OAKS DR, HARKER HEIGHTS TX, 76548"
"675979, CRESTVIEW RETIREMENT COMMUNITY, 2505 E VILLA MARIA RD, BRYAN TX, 77802"
"675954, SENIOR VILLAGE NURSING HOME, 3101 S. MAIN ST, PERRYTON TX, 79070"
"675929, CEDAR CREEK NURSING AND REHABILITATION CENTER, 159 MONTAGUE AVE, BANDERA TX, 78003"
"676014, TWILIGHT HOME, 3001 W FOURTH AVE, CORSICANA TX, 75110"
"675909, INDIAN OAKS LIVING CENTER, 415 INDIAN OAKS DR, HARKER HEIGHTS TX, 76548"
"675967, NORTHGATE PLAZA NURSING & REHABILITATION CENTER, 2101 NORTHGATE DR, IRVING TX, 75062"
"675942, TOWERS NURSING HOME, 907 GARWOOD, SMITHVILLE TX, 78957"
"675960, CASTLE PINES HEALTH AND REHABILITATION, 2414 W FRANK AVE, LUFKIN TX, 75904"
"675973, MCLEAN CARE CENTER, 605 W SEVENTH ST, MCLEAN TX, 79057"
"675962, SOUTHLAND REHABILITATION AND HEALTHCARE CENTER, 501 N MEDFORD DR, LUFKIN TX, 75901"
"675923, MARBRIDGE VILLA, 2504 BLISS SPILLAR ROAD, MANCHACA TX, 78652"
"675952, JULIETTE FOWLER COMMUNITIES, 1260 ABRAMS RD, DALLAS TX, 75214"
"675932, ARBOR TERRACE HEALTHCARE CENTER, 609 RIO CONCHO DR, SAN ANGELO TX, 76903"
"675938, SHINER NURSING AND REHABILITATION CENTER INC, 1213 N AVE B, SHINER TX, 77984"
"675910, HOGAN PARK NURSING & REHABILITATION, 3203 SAGE ST, MIDLAND TX, 79705"
"675972, CARROLLTON HEALTH AND REHABILITATION CENTER, 1618 KIRBY RD, CARROLLTON TX, 75006"
"675932, ARBOR TERRACE HEALTHCARE CENTER, 609 RIO CONCHO DR, SAN ANGELO TX, 76903"
"675920, SNYDER HEALTHCARE CENTER, 5311 BIG SPRING HWY, SNYDER TX, 79549"
